yaw,pitch,roll,voltage,temperature,time
-21.06,30.07,3.85,2.38,72.21,20429
-21.15,30.10,2.78,2.37,72.21,20467
-21.25,30.04,1.81,2.38,72.03,20505
-21.30,29.83,1.27,2.38,72.03,20541
-21.30,29.88,0.81,2.37,72.21,20580
-21.62,29.98,1.17,2.35,72.03,20617
-22.43,29.79,2.59,2.29,72.21,20654
-23.12,29.64,4.30,2.41,72.03,20690
-24.01,29.40,6.28,2.40,72.03,20729
-24.74,29.25,7.72,2.40,72.03,20770
-25.41,28.91,8.69,2.36,72.21,20804
-25.82,28.57,9.31,2.37,72.03,20840
-26.32,28.08,10.71,2.41,72.03,20879
-26.73,27.49,11.88,2.38,72.21,20918
-27.07,27.11,13.10,2.37,72.21,20957
-27.27,26.85,14.01,2.40,72.03,20994
-27.43,26.71,14.34,2.40,72.03,21031
-27.76,26.58,14.30,2.37,72.03,21071
-28.20,26.28,13.90,2.36,72.03,21110
-28.78,26.12,14.08,2.39,72.21,21148
-29.39,25.97,14.41,2.39,72.03,21187
-30.09,26.05,14.85,2.34,72.03,21226
-30.59,25.98,15.00,2.36,72.03,21263
-31.48,26.04,14.93,2.37,72.03,21307
-31.91,26.05,14.97,2.36,72.03,21340
-32.48,25.97,14.80,2.36,72.03,21379
-32.98,25.96,14.54,2.38,72.03,21417
-33.44,25.96,14.01,2.40,72.03,21456
-33.72,25.71,13.21,2.36,72.03,21493
-34.07,25.35,12.62,2.37,72.03,21533
-34.42,24.97,12.42,2.38,72.03,21572
-34.62,24.44,12.38,2.39,72.03,21610
-34.64,24.07,12.67,2.37,72.03,21649
-34.57,23.99,12.44,2.36,71.85,21688
-34.43,23.86,12.19,2.38,72.03,21726
-34.28,23.68,12.15,2.37,72.03,21762
-34.14,23.49,12.05,2.35,72.03,21802
-33.92,23.21,12.16,2.38,72.03,21846
-33.79,23.04,12.39,2.37,72.03,21878
-33.67,22.91,12.71,2.37,72.03,21918
-33.67,22.92,12.85,2.36,72.03,21957
-33.69,22.80,12.85,2.35,72.03,21994
-33.81,22.54,12.94,2.38,72.03,22034
-34.06,22.40,13.31,2.38,72.21,22072
-34.39,22.28,13.83,2.37,72.03,22111
-34.72,22.16,14.65,2.42,71.85,22148
-35.11,22.18,15.21,2.38,72.03,22187
-35.43,22.26,15.22,2.37,72.03,22224
-35.96,22.34,14.88,2.37,72.03,22264
-36.52,22.35,14.30,2.39,71.31,22303
-37.00,22.24,14.04,2.36,72.03,22341
-37.32,21.98,14.05,2.37,72.03,22383
-37.57,21.73,14.02,2.39,72.03,22419
-37.77,21.49,14.08,2.38,72.03,22457
-37.89,21.32,13.98,2.39,72.03,22494
-37.94,20.99,13.95,2.37,72.03,22533
-38.03,20.40,13.31,2.39,72.03,22598
-38.17,20.12,12.94,2.34,72.03,22630
-38.36,19.82,12.53,2.38,72.03,22663
-38.57,19.48,12.29,2.38,72.03,22694
-38.86,19.16,12.13,2.39,71.85,22728
-39.10,19.05,12.00,2.37,72.03,22763
-39.41,18.93,11.98,2.37,71.85,22803
-39.80,19.01,11.94,2.37,71.85,22842
-40.32,19.31,11.71,2.35,71.85,22880
-40.90,19.66,11.69,2.37,72.03,22922
-41.38,19.93,11.71,2.35,72.03,22955
-42.16,20.32,11.43,2.37,72.03,22995
-43.09,20.84,11.14,2.39,72.03,23034
-44.09,21.24,10.79,2.37,72.03,23072
-45.14,21.75,10.51,2.36,71.85,23111
-46.16,22.17,10.54,2.38,72.03,23150
-46.82,22.42,10.89,2.37,72.03,23187
-47.68,22.83,11.57,2.38,72.03,23226
-48.44,23.17,12.34,2.38,72.03,23265
-49.01,23.44,13.36,2.37,72.03,23304
-49.49,23.76,14.47,2.37,72.03,23341
-49.95,24.11,15.67,2.36,71.85,23380
-50.36,24.41,17.10,2.38,72.03,23419
-50.68,24.65,18.31,2.36,71.85,23453
-51.01,24.96,20.06,2.36,72.03,23495
-51.26,25.28,21.79,2.39,72.03,23534
-51.52,25.50,23.26,2.37,72.03,23573
-51.81,25.71,24.53,2.36,72.03,23611
-52.15,25.99,25.58,2.37,72.03,23650
-52.49,26.28,26.11,2.35,72.03,23687
-53.00,26.65,26.61,2.37,72.03,23726
-53.39,26.95,27.40,2.37,72.03,23765
-53.71,27.24,28.29,2.38,71.85,23803
-54.12,27.52,28.71,2.36,72.03,23842
-54.50,27.81,29.09,2.36,72.03,23880
-54.76,28.08,29.33,2.35,71.85,23918
-55.13,28.27,29.35,2.38,71.85,23962
-55.36,28.24,29.22,2.38,72.03,23995
-55.72,28.22,28.92,2.36,72.03,24035
-56.05,28.35,28.80,2.38,72.03,24073
-56.45,28.59,28.51,2.37,71.85,24111
-56.76,28.71,28.09,2.37,72.03,24148
-57.17,28.81,27.40,2.37,71.67,24188
-57.58,28.72,26.27,2.37,72.03,24226
-58.03,28.54,24.98,2.39,72.03,24265
-58.57,28.40,23.91,2.38,71.85,24304
-59.06,28.35,22.95,2.36,71.85,24342
-59.69,28.42,21.87,2.37,71.85,24381
-60.23,28.56,21.15,2.36,71.67,24418
-61.00,28.63,20.30,2.37,72.21,24458
-61.91,28.52,19.45,2.37,72.03,24501
-62.41,28.53,18.99,2.35,72.03,24533
-63.01,28.62,18.42,2.37,71.85,24573
-63.57,28.72,18.00,2.37,72.03,24611
-63.94,28.78,17.90,2.36,71.85,24649
-64.32,28.86,18.00,2.38,71.85,24688
-64.72,28.98,17.76,2.38,71.85,24727
-65.11,29.05,17.60,2.39,71.85,24766
-65.51,29.11,17.51,2.36,71.85,24804
-65.94,29.13,17.47,2.37,72.03,24843
-66.24,29.17,17.70,2.38,71.85,24879
-66.64,29.29,17.83,2.36,71.85,24919
-67.03,29.29,17.82,2.38,72.03,24957
-67.45,29.29,17.79,2.37,72.03,24996
-67.90,29.30,17.86,2.35,71.67,25038
-68.36,29.23,18.10,2.40,71.85,25073
-68.59,29.27,18.56,2.37,71.85,25111
-68.87,29.35,18.95,2.38,71.85,25150
-69.08,29.28,18.88,2.35,72.03,25189
-69.29,29.22,18.64,2.36,71.85,25228
-69.49,29.10,18.42,2.37,71.85,25266
-69.74,28.97,18.05,2.35,71.85,25304
-70.07,28.96,17.63,2.37,71.85,25342
-70.35,28.89,17.39,2.38,71.85,25380
-70.75,28.78,17.27,2.37,72.03,25419
-71.14,28.61,17.31,2.37,71.85,25458
-71.68,28.31,17.10,2.37,71.85,25497
-72.51,28.00,16.90,2.37,71.85,25556
-73.00,27.82,16.79,2.34,71.85,25597
-73.38,27.81,16.50,2.40,71.85,25629
-73.73,27.89,16.29,2.36,71.85,25662
-74.12,27.91,16.20,2.36,71.85,25695
-74.39,27.81,16.26,2.39,71.85,25727
-74.93,27.56,16.13,2.39,71.85,25766
-75.56,27.18,15.84,2.38,71.85,25804
-76.08,27.02,15.53,2.39,71.85,25842
-76.74,26.91,15.28,2.36,71.85,25881
-77.30,26.68,15.18,2.36,71.85,25920
-77.79,26.34,14.99,2.37,71.85,25959
-78.21,26.11,14.62,2.37,71.85,25997
-78.57,25.87,14.78,2.37,71.85,26036
-78.85,25.57,15.07,2.36,71.85,26072
-79.37,25.17,15.47,2.38,71.85,26117
-79.62,25.07,15.96,2.34,71.85,26149
-80.03,24.95,16.62,2.36,71.85,26189
-80.53,24.72,16.91,2.37,71.85,26228
-81.06,24.45,16.95,2.37,72.38,26266
-81.56,24.33,17.01,2.38,71.85,26305
-81.94,24.26,17.10,2.35,71.85,26342
-82.51,24.08,17.04,2.35,71.85,26382
-83.11,23.94,16.93,2.36,71.85,26420
-83.47,23.97,17.68,2.36,71.85,26458
-83.64,24.08,18.70,2.37,71.85,26497
-83.93,24.35,19.40,2.37,71.85,26535
-84.20,24.46,19.60,2.35,71.85,26573
-84.75,24.53,19.61,2.38,71.67,26612
-85.52,24.45,19.88,2.36,71.85,26656
-86.00,24.42,20.09,2.35,71.85,26688
-86.65,24.46,19.94,2.37,71.85,26728
-87.25,24.48,19.75,2.37,71.85,26767
-87.61,24.47,19.55,2.35,71.85,26804
-88.04,24.32,19.20,2.39,71.85,26844
-88.39,23.99,18.88,2.38,71.85,26881
-88.69,23.60,18.49,2.37,71.85,26920
-89.05,23.12,17.81,2.39,71.85,26959
-89.36,22.74,17.24,2.37,71.85,26997
-89.58,22.47,17.02,2.35,71.85,27035
-89.82,22.24,16.96,2.36,71.85,27074
-90.03,22.10,16.96,2.39,71.85,27113
-90.20,22.02,16.92,2.37,71.85,27155
-90.43,21.93,16.69,2.37,71.67,27190
-90.65,21.70,16.29,2.39,71.85,27229
-90.85,21.49,15.98,2.37,71.85,27266
-91.00,21.35,15.85,2.36,71.85,27304
-91.22,21.32,15.37,2.37,71.85,27343
-91.57,21.32,14.71,2.35,71.85,27382
-92.05,21.35,13.82,2.37,71.85,27420
-92.56,21.25,12.89,2.36,71.85,27459
-92.96,21.04,12.15,2.35,71.85,27498
-93.26,20.81,11.77,2.37,71.85,27535
-93.65,20.45,11.69,2.36,71.85,27575
-94.06,20.25,11.59,2.38,71.85,27613
-94.54,20.27,11.49,2.34,71.85,27651
-95.07,20.39,11.08,2.38,71.85,27693
-95.65,20.50,10.47,2.35,71.85,27728
-96.14,20.47,9.72,2.38,71.85,27766
-96.77,20.26,8.45,2.38,71.85,27804
-97.27,19.99,7.65,2.37,71.85,27842
-97.68,19.70,7.33,2.37,71.85,27880
-97.94,19.49,7.42,2.37,72.03,27916
-98.26,19.31,7.66,2.38,71.85,27954
-98.62,19.20,7.78,2.41,71.67,27991
-99.03,19.12,7.84,2.36,71.85,28029
-99.34,19.02,7.91,2.37,71.85,28065
-99.69,18.87,8.22,2.39,71.85,28104
-100.04,18.74,8.48,2.37,71.85,28141
-100.37,18.70,8.67,2.36,71.85,28180
-100.72,18.72,8.76,2.40,71.85,28222
-101.02,18.79,8.84,2.36,71.85,28256
-101.48,18.74,8.94,2.35,71.85,28296
-101.95,18.73,8.92,2.36,71.49,28333
-102.38,18.68,9.16,2.36,71.85,28372
-102.78,18.58,9.41,2.37,71.85,28411
-103.26,18.51,9.33,2.38,71.85,28449
-104.13,18.52,9.21,2.37,71.85,28513
-104.69,18.70,8.94,2.38,71.85,28544
-105.23,18.89,8.77,2.37,71.85,28577
-105.87,19.05,9.27,2.37,71.85,28610
-106.30,19.16,10.04,2.36,71.85,28643
-106.83,19.42,10.87,2.38,71.85,28682
-107.35,19.73,11.20,2.37,71.85,28721
-107.83,19.92,11.45,2.40,71.85,28764
-108.31,20.03,11.66,2.38,71.85,28799
-108.69,20.09,11.62,2.36,71.85,28838
-109.37,20.22,11.50,2.37,71.85,28880
-109.74,20.28,11.58,2.38,71.67,28917
-110.20,20.29,11.63,2.37,71.85,28958
-110.70,20.17,11.34,2.34,71.85,28997
-111.13,20.05,10.74,2.38,71.85,29037
-111.51,19.98,10.28,2.36,71.85,29076
-111.86,19.96,10.48,2.36,71.85,29116
-112.21,19.90,10.77,2.36,71.85,29156
-112.65,19.71,10.96,2.38,71.85,29195
-113.15,19.59,11.04,2.37,71.85,29235
-113.66,19.66,10.77,2.36,71.85,29273
-114.20,19.77,10.34,2.35,71.85,29317
-114.70,19.79,9.56,2.34,71.85,29353
-115.08,19.81,8.82,2.36,71.85,29391
-115.27,19.87,8.52,2.38,71.85,29429
-115.51,19.98,8.05,2.37,71.85,29468
-115.80,20.05,7.15,2.35,72.03,29507
-116.22,20.08,6.15,2.38,71.85,29545
-116.69,20.11,5.31,2.37,71.85,29584
-117.23,20.04,4.51,2.38,71.85,29623
-117.71,19.97,3.90,2.37,71.85,29660
-118.41,19.85,3.11,2.32,71.85,29699
-119.09,19.91,2.39,2.35,71.85,29737
-119.76,19.92,1.76,2.36,71.85,29776
-120.47,19.76,1.24,2.38,71.85,29818
-121.14,19.63,0.96,2.37,71.85,29853
-121.61,19.59,0.93,2.37,71.85,29891
-122.29,19.40,0.90,2.38,71.85,29930
-122.95,19.19,0.83,2.37,71.85,29969
-123.55,19.12,0.89,2.38,71.85,30007
-124.09,19.00,1.01,2.38,71.85,30046
-124.69,18.78,0.67,2.36,71.85,30084
-125.22,18.70,0.20,2.36,71.85,30122
-125.54,18.65,-0.06,2.38,71.85,30160
-125.90,18.46,-0.33,2.38,71.85,30200
-126.15,18.38,-0.43,2.37,71.85,30240
-126.33,18.44,-0.37,2.37,71.85,30280
-126.59,18.49,-0.24,2.37,71.85,30319
-127.12,18.54,-0.51,2.36,71.85,30364
-127.52,18.54,-0.22,2.38,71.85,30397
-128.18,18.53,-0.02,2.36,71.85,30438
-129.00,18.45,-0.38,2.36,71.85,30477
-129.73,18.67,-0.67,2.35,71.85,30517
-130.34,19.21,-1.01,2.37,71.67,30557
-130.97,19.59,-1.04,2.36,71.85,30595
-131.62,20.01,-0.75,2.39,71.85,30635
-132.32,20.43,-0.27,2.35,71.85,30675
-133.27,20.43,0.25,2.36,71.31,30714
-134.03,20.37,1.02,2.38,71.85,30751
-134.93,20.17,1.80,2.38,71.67,30791
-135.74,19.73,2.15,2.36,71.85,30830
-136.39,19.46,2.83,2.36,71.85,30868
-136.99,19.14,3.51,2.37,71.85,30911
-137.60,18.89,4.40,2.38,71.85,30946
-138.06,18.72,5.47,2.39,71.85,30983
-138.75,18.40,6.85,2.37,71.85,31022
-139.50,18.22,8.37,2.36,72.21,31060
-140.40,18.03,9.80,2.36,71.85,31099
-141.48,17.74,11.30,2.38,71.85,31137
-142.61,17.52,12.61,2.36,71.85,31177
-143.59,17.09,12.97,2.36,71.85,31217
-144.43,16.91,13.13,2.38,71.85,31256
-145.06,16.63,13.18,2.36,71.85,31296
-145.61,16.48,13.57,2.35,71.85,31336
-146.11,16.22,13.55,2.40,71.85,31375
-146.59,15.93,13.38,2.36,71.85,31418
-147.18,15.61,12.62,2.37,71.85,31474
-147.64,15.29,11.52,2.38,71.85,31511
-147.94,15.26,10.80,2.39,72.03,31544
-148.24,15.24,9.75,2.38,71.85,31577
-148.37,15.20,8.87,2.40,71.85,31609
-148.45,15.23,7.37,2.36,71.85,31649
-148.52,15.11,6.22,2.36,72.03,31688
-148.66,14.85,5.38,2.34,71.85,31726
-148.85,14.63,5.24,2.36,71.85,31764
-149.30,14.43,6.12,2.38,71.85,31803
-149.99,14.25,8.16,2.38,71.67,31842
-150.78,14.13,10.88,2.36,71.85,31881
-151.63,13.93,13.65,2.35,71.85,31919
-152.46,13.67,16.14,2.36,71.85,31962
-153.31,13.29,18.55,2.33,71.85,31998
-154.16,12.95,20.57,2.39,71.85,32038
-154.99,12.74,21.64,2.36,71.85,32078
-155.74,12.55,21.62,2.36,71.85,32117
-156.29,12.13,21.18,2.36,71.85,32157
-156.65,11.79,20.76,2.36,71.85,32197
-156.80,11.72,20.35,2.39,71.85,32235
-156.92,11.47,19.61,2.37,71.85,32277
-156.92,11.24,19.09,2.36,71.85,32314
-156.82,11.05,18.27,2.33,71.85,32355
-156.75,10.89,17.61,2.38,72.03,32394
-156.72,10.75,17.18,2.36,71.85,32434
-156.72,10.59,16.82,2.37,71.85,32478
-156.79,10.46,16.43,2.37,71.85,32511
-157.00,10.26,16.41,2.37,71.85,32552
-157.27,10.10,16.91,2.37,72.03,32591
-157.62,10.04,17.65,2.38,71.85,32631
-158.16,9.99,18.79,2.39,71.85,32670
-158.80,9.82,19.94,2.37,71.85,32709
-159.28,9.58,20.82,2.37,72.38,32746
-159.88,9.23,22.14,2.39,71.85,32786
-160.41,8.85,23.76,2.35,71.85,32825
-160.80,8.50,25.34,2.37,72.03,32863
-160.98,8.23,26.38,2.36,72.03,32901
-160.88,7.75,27.00,2.39,71.85,32940
-160.72,7.37,27.45,2.36,71.85,32978
-160.45,6.84,27.84,2.38,71.85,33020
-160.21,6.56,27.79,2.35,72.03,33054
-159.89,6.18,27.38,2.37,71.85,33094
-159.63,5.83,26.85,2.38,71.85,33132
-159.54,5.68,26.16,2.37,72.03,33171
-159.64,5.51,25.70,2.37,71.85,33210
-159.72,5.44,25.29,2.41,71.85,33247
-159.87,5.32,24.82,2.37,71.85,33287
-159.93,5.13,24.17,2.37,71.85,33324
-159.90,4.88,23.52,2.36,71.85,33363
-159.76,4.62,22.72,2.39,71.85,33401
-159.57,4.32,21.87,2.36,72.03,33440
-159.43,4.05,21.25,2.38,71.85,33477
-159.24,3.65,20.52,2.40,72.03,33517
-158.73,2.49,19.14,2.41,72.03,33608
-158.57,2.04,18.70,2.37,71.85,33641
-158.47,1.58,18.22,2.34,72.03,33673
-158.40,1.17,17.75,2.35,72.03,33705
-158.37,0.74,17.52,2.41,71.85,33737
-158.44,0.10,17.53,2.37,72.03,33771
-158.55,-0.33,17.47,2.40,71.49,33803
-158.76,-0.84,17.26,2.34,72.03,33843
-159.06,-1.33,17.13,2.39,71.85,33882
-159.33,-1.81,17.06,2.37,72.03,33921
-159.62,-2.27,16.87,2.38,72.03,33961
-159.86,-2.84,16.56,2.36,72.03,34001
-160.01,-3.55,16.45,2.37,71.85,34040
-160.04,-4.11,16.48,2.35,72.03,34078
-159.86,-4.99,16.15,2.40,71.85,34141
-159.71,-5.25,15.99,2.38,72.03,34176
-159.53,-5.45,15.55,2.37,72.03,34214
-159.35,-5.69,14.89,2.36,72.03,34251
-159.18,-5.88,14.50,2.33,71.85,34287
-158.91,-6.19,14.35,2.35,72.03,34325
-158.69,-6.34,14.09,2.37,72.03,34362
-158.56,-6.37,13.65,2.39,72.03,34399
-158.39,-6.47,13.11,2.38,72.03,34440
-158.27,-6.55,12.68,2.39,72.03,34478
-158.18,-6.68,11.95,2.34,71.85,34543
-158.21,-6.74,11.74,2.38,72.03,34579
-158.34,-6.79,11.51,2.39,72.03,34616
-158.50,-6.93,11.51,2.36,72.03,34657
-158.75,-6.99,11.73,2.38,72.21,34693
-159.05,-7.06,11.82,2.36,72.03,34729
-159.51,-7.11,11.87,2.35,72.03,34767
-160.03,-7.18,11.97,2.40,71.85,34804
-160.40,-7.15,11.93,2.37,72.03,34840
-160.83,-7.05,11.79,2.38,72.03,34878
-161.15,-6.98,11.75,2.40,72.03,34915
-161.35,-7.03,11.66,2.40,72.03,34954
-161.50,-7.16,11.82,2.38,72.03,34993
-161.57,-7.26,12.11,2.40,72.03,35030
-161.64,-7.40,12.63,2.33,72.03,35072
-161.72,-7.33,12.73,2.36,72.03,35110
-161.76,-7.44,12.96,2.35,72.03,35150
-161.79,-7.69,13.57,2.38,71.85,35195
-161.81,-7.79,13.92,2.34,72.03,35231
-161.83,-7.95,14.19,2.38,71.85,35269
-161.95,-7.98,14.17,2.35,71.85,35309
-162.10,-8.00,13.75,2.38,72.03,35348
-162.22,-8.12,13.14,2.36,71.85,35388
-162.32,-8.32,12.42,2.38,72.03,35427
-162.31,-8.75,11.91,2.38,72.03,35467
-162.29,-9.23,11.64,2.36,72.03,35507
-162.34,-9.72,11.25,2.36,72.03,35545
-162.46,-10.12,10.49,2.36,72.03,35585
-162.75,-10.28,9.32,2.40,72.03,35625
-163.10,-10.42,7.89,2.40,71.31,35665
-163.40,-10.55,6.65,2.38,72.03,35708
-163.53,-10.67,6.09,2.38,72.03,35746
-163.54,-10.91,6.02,2.38,72.03,35784
-163.58,-11.04,6.08,2.35,72.03,35822
-163.83,-11.09,6.01,2.34,72.03,35864
-164.11,-11.06,5.89,2.36,72.03,35902
-164.57,-11.02,5.86,2.35,72.03,35942
-165.09,-10.87,5.95,2.38,72.03,35982
-165.57,-10.79,6.18,2.39,72.03,36021
-166.04,-10.76,6.23,2.34,72.03,36061
-166.33,-10.64,6.15,2.37,72.03,36100
-166.31,-10.60,6.17,2.37,72.03,36139
-166.03,-10.70,6.40,2.37,72.03,36179
-165.78,-10.73,6.27,2.37,72.03,36218
-165.75,-10.82,5.39,2.41,72.03,36256
-165.80,-11.06,4.66,2.37,72.03,36298
-165.85,-11.48,4.19,2.37,72.03,36337
-165.83,-12.14,3.84,2.38,72.03,36377
-165.75,-12.78,3.59,2.42,72.03,36417
-165.78,-13.29,3.13,2.39,72.03,36456
-165.78,-13.71,2.85,2.34,72.03,36496
-165.79,-13.94,2.75,2.37,72.03,36534
-166.00,-14.13,2.58,2.38,72.03,36576
-166.12,-14.20,2.60,2.38,72.03,36612
-166.30,-14.32,2.86,2.35,72.03,36653
-166.60,-14.33,3.20,2.33,72.03,36692
-167.04,-14.24,3.52,2.35,72.03,36732
-167.55,-14.02,4.36,2.37,72.03,36777
-167.97,-13.80,4.66,2.34,72.03,36813
-168.46,-13.55,4.95,2.37,72.03,36851
-168.88,-13.34,5.20,2.37,72.03,36890
-169.26,-13.19,5.32,2.37,72.03,36930
-169.62,-13.04,5.19,2.38,72.03,36970
-169.97,-12.77,4.93,2.36,72.03,37009
-170.31,-12.43,4.70,2.40,72.03,37049
-170.53,-12.42,4.61,2.38,72.03,37089
-170.66,-12.55,4.79,2.38,72.03,37128
-170.83,-12.54,5.04,2.39,72.03,37167
-171.01,-12.45,5.40,2.37,71.13,37206
-171.16,-12.45,5.75,2.33,72.03,37245
-171.60,-12.31,5.92,2.34,72.03,37290
-172.02,-12.14,5.89,2.38,72.03,37328
-172.33,-12.05,5.99,2.33,72.03,37364
-172.81,-11.88,5.83,2.33,72.03,37404
-173.30,-11.67,5.76,2.34,72.03,37444
-173.77,-11.45,5.58,2.36,72.03,37483
-174.24,-11.31,5.16,2.35,72.03,37523
-175.18,-11.10,4.15,2.38,72.03,37588
-175.55,-11.01,3.82,2.37,72.03,37624
-176.01,-10.87,3.41,2.37,72.03,37662
-176.37,-10.85,3.07,2.38,72.38,37699
-176.60,-10.81,2.81,2.39,72.03,37735
-176.94,-10.70,2.51,2.41,72.03,37772
-177.35,-10.64,2.18,2.38,72.03,37810
-177.77,-10.53,2.00,2.38,72.03,37850
-178.12,-10.47,2.01,2.32,72.21,37886
-178.58,-10.40,2.21,2.35,72.03,37923
-179.04,-10.31,2.44,2.38,72.03,37961
-179.42,-10.23,2.47,2.36,72.21,37997
-179.94,-10.11,2.44,2.37,72.03,38037
179.56,-9.99,2.38,2.38,72.21,38076
179.00,-9.86,2.01,2.35,72.03,38114
178.37,-9.71,1.39,2.37,72.03,38152
177.97,-9.57,1.10,2.40,72.03,38187
177.52,-9.34,0.76,2.34,72.03,38225
177.01,-9.06,0.11,2.38,72.03,38263
176.61,-8.90,-0.41,2.37,72.03,38301
176.27,-8.76,-0.46,2.36,72.21,38339
175.93,-8.69,-0.21,2.38,72.03,38382
175.71,-8.69,0.09,2.36,72.03,38418
175.35,-8.68,0.37,2.37,72.03,38455
174.98,-8.55,0.40,2.36,72.03,38492
174.72,-8.45,0.28,2.38,72.21,38527
174.39,-8.35,0.18,2.37,72.03,38566
174.17,-8.27,0.12,2.36,72.03,38603
173.98,-8.24,0.11,2.37,72.03,38641
173.83,-8.24,-0.08,2.35,72.03,38677
173.57,-8.14,-0.25,2.33,72.03,38717
173.21,-8.02,-0.39,2.33,72.03,38755
172.76,-7.96,-0.83,2.36,72.03,38794
172.15,-7.93,-1.23,2.36,72.03,38833
171.46,-7.80,-1.75,2.36,72.03,38870
170.70,-7.72,-2.42,2.35,72.21,38912
170.14,-7.65,-2.90,2.37,72.03,38949
169.40,-7.58,-3.72,2.37,72.03,38986
168.64,-7.46,-4.73,2.38,72.03,39024
167.86,-7.34,-5.75,2.35,72.03,39063
167.12,-7.27,-6.66,2.37,72.21,39102
166.52,-7.23,-7.21,2.38,72.03,39139
165.74,-7.27,-8.09,2.35,72.03,39179
165.02,-7.26,-8.87,2.38,72.03,39217
164.41,-7.28,-9.52,2.33,72.03,39255
163.89,-7.37,-9.89,2.39,72.03,39294
163.54,-7.44,-9.78,2.39,72.21,39332
163.31,-7.42,-9.43,2.37,72.21,39370
162.93,-7.27,-8.61,2.35,72.03,39409
162.28,-7.27,-7.10,2.35,72.03,39453
161.86,-7.31,-5.86,2.41,72.03,39489
161.47,-7.22,-3.75,2.38,72.21,39526
161.16,-7.04,-1.39,2.37,72.03,39564
161.01,-6.72,1.43,2.38,72.03,39602
160.97,-6.46,3.54,2.38,72.21,39638
160.71,-6.07,5.91,2.34,72.03,39676
160.17,-5.56,7.74,2.36,72.03,39714
159.67,-5.24,8.83,2.41,71.85,39750
159.02,-4.78,10.03,2.37,72.03,39789
158.43,-4.38,11.03,2.37,72.21,39828
157.87,-4.01,11.98,2.36,72.21,39866
157.48,-3.74,13.02,2.36,72.03,39905
157.12,-3.37,13.71,2.41,72.21,39943
156.74,-3.01,14.00,2.39,72.21,39986
156.46,-2.82,13.99,2.40,71.67,40021
156.21,-2.61,14.09,2.36,72.03,40058
156.18,-2.38,14.59,2.38,72.03,40097
156.25,-2.05,15.04,2.35,72.03,40135
156.39,-1.87,15.41,2.35,72.03,40174
156.52,-1.84,15.61,2.37,72.21,40211
156.74,-1.87,15.99,2.39,72.03,40251
157.00,-1.96,16.47,2.33,72.03,40289
157.27,-2.09,17.07,2.38,72.03,40328
157.45,-2.18,17.88,2.36,72.21,40366
157.63,-2.35,18.88,2.37,72.03,40404
157.72,-2.42,19.89,2.39,72.03,40443
157.89,-2.66,21.35,2.40,72.21,40507
158.00,-2.76,22.20,2.38,72.03,40548
158.04,-2.79,22.76,2.39,72.03,40585
158.06,-2.81,23.03,2.39,72.03,40621
158.00,-2.82,23.15,2.36,72.03,40658
157.92,-2.84,23.24,2.37,72.56,40695
157.85,-2.92,23.24,2.40,72.03,40731
157.74,-2.95,23.11,2.36,72.21,40768
157.64,-3.00,22.90,2.35,72.03,40806
157.58,-3.10,22.68,2.37,72.92,40842
157.56,-3.16,22.24,2.36,72.21,40878
157.70,-3.27,21.84,2.37,72.03,40916
157.82,-3.32,21.54,2.37,72.03,40952
157.86,-3.45,20.91,2.37,72.21,40989
157.72,-3.58,20.15,2.38,72.03,41030
157.47,-3.73,19.27,2.33,72.03,41067
157.29,-3.80,18.72,2.39,72.03,41103
157.21,-3.99,18.29,2.39,72.21,41140
157.17,-4.09,17.85,2.37,72.21,41177
157.23,-4.14,17.66,2.38,72.21,41213
157.33,-4.22,17.54,2.37,72.03,41251
157.32,-4.23,17.27,2.36,72.03,41290
157.27,-4.32,17.14,2.34,72.21,41328
157.19,-4.47,16.99,2.37,72.21,41367
156.99,-4.44,16.47,2.37,72.21,41405
156.84,-4.42,16.06,2.37,72.21,41443
156.71,-4.33,15.46,2.34,72.21,41482
156.64,-4.21,14.91,2.37,72.21,41521
156.63,-4.05,14.48,2.38,72.03,41562
156.72,-3.97,14.31,2.34,72.38,41599
156.81,-3.87,13.97,2.37,72.21,41637
156.82,-3.86,13.66,2.36,72.21,41673
156.73,-3.84,13.03,2.37,72.21,41713
156.63,-3.96,12.43,2.37,72.21,41751
156.50,-4.09,11.96,2.36,72.03,41790
156.45,-4.28,11.65,2.38,72.21,41829
156.43,-4.41,11.41,2.39,72.21,41867
156.36,-4.46,11.12,2.40,72.03,41905
156.20,-4.63,10.92,2.42,72.21,41943
156.04,-4.85,10.80,2.38,72.21,41982
155.74,-5.03,10.62,2.37,72.21,42020
155.38,-5.29,10.42,2.37,72.21,42059
155.07,-5.35,10.12,2.38,72.03,42101
154.53,-5.27,9.16,2.37,72.38,42139
154.03,-5.17,7.99,2.38,72.03,42175
153.22,-5.06,5.91,2.42,72.21,42212
152.35,-5.05,3.58,2.39,72.21,42250
151.83,-5.12,2.06,2.39,72.21,42285
151.48,-5.21,0.91,2.37,72.21,42323
151.30,-5.31,0.15,2.37,72.21,42361
151.12,-5.41,-0.78,2.37,72.21,42398
151.02,-5.61,-1.19,2.36,72.03,42436
150.92,-5.71,-1.55,2.38,72.21,42475
150.68,-5.77,-2.17,2.40,72.03,42514
150.30,-5.71,-3.17,2.38,72.21,42553
149.87,-5.81,-4.07,2.37,71.85,42591
149.53,-5.86,-4.90,2.35,72.03,42633
149.19,-5.82,-5.40,2.39,72.21,42670
