yaw,pitch,roll,voltage,temperature,time
20.30,-2.82,-0.90,2.40,74.54,56547
20.30,-2.82,-0.90,2.48,74.54,56583
20.30,-2.82,-0.90,2.40,74.54,56620
20.30,-2.82,-0.90,2.48,74.54,56656
20.30,-2.82,-0.90,2.40,74.54,56692
20.30,-2.82,-0.90,2.48,74.54,56729
20.30,-2.82,-0.90,2.40,74.54,56765
20.30,-2.82,-0.90,2.47,74.72,56802
20.30,-2.82,-0.90,2.40,74.54,56839
20.30,-2.82,-0.90,2.48,74.72,56875
20.30,-2.82,-0.90,2.40,74.72,56912
20.30,-2.82,-0.90,2.48,74.72,56948
20.30,-2.82,-0.90,2.41,74.54,56989
20.30,-2.82,-0.90,2.48,74.54,57025
20.31,-2.82,-0.90,2.40,74.54,57062
20.31,-2.82,-0.90,2.48,74.54,57099
20.31,-2.82,-0.90,2.40,74.72,57135
20.31,-2.82,-0.90,2.48,74.54,57172
20.30,-2.82,-0.90,2.40,74.54,57209
20.30,-2.82,-0.90,2.47,74.54,57244
20.30,-2.83,-0.90,2.41,74.54,57281
20.30,-2.83,-0.91,2.48,74.54,57319
20.30,-2.82,-0.90,2.40,74.54,57355
20.30,-2.83,-0.91,2.48,74.54,57392
20.30,-2.83,-0.90,2.40,74.54,57429
20.30,-2.84,-0.90,2.47,74.54,57465
20.30,-2.84,-0.90,2.40,74.54,57505
20.30,-2.84,-0.90,2.48,74.54,57542
20.30,-2.84,-0.90,2.41,74.54,57579
20.30,-2.84,-0.91,2.48,74.54,57615
20.30,-2.83,-0.91,2.41,74.54,57652
20.30,-2.83,-0.91,2.48,74.72,57689
20.30,-2.83,-0.91,2.41,74.54,57725
20.30,-2.83,-0.91,2.48,74.54,57762
20.30,-2.83,-0.91,2.40,74.72,57797
20.30,-2.83,-0.91,2.47,74.72,57834
20.30,-2.83,-0.91,2.40,74.54,57871
20.30,-2.83,-0.91,2.47,74.54,57907
20.30,-2.83,-0.90,2.40,74.72,57945
20.30,-2.83,-0.90,2.48,74.54,57983
20.30,-2.83,-0.90,2.41,74.54,58024
20.30,-2.82,-0.90,2.48,74.72,58061
20.30,-2.82,-0.90,2.41,74.54,58096
20.30,-2.82,-0.90,2.48,74.54,58133
20.30,-2.82,-0.90,2.40,74.54,58170
20.30,-2.82,-0.90,2.48,74.54,58206
20.30,-2.82,-0.90,2.40,74.54,58244
20.30,-2.82,-0.90,2.48,74.54,58282
20.30,-2.82,-0.90,2.40,74.54,58318
20.30,-2.82,-0.90,2.47,74.54,58356
20.30,-2.82,-0.90,2.40,74.54,58394
20.30,-2.82,-0.90,2.48,74.54,58432
20.30,-2.82,-0.90,2.41,74.54,58468
20.30,-2.82,-0.90,2.48,74.54,58506
20.30,-2.82,-0.90,2.40,74.54,58544
20.30,-2.82,-0.90,2.48,74.54,58585
20.30,-2.82,-0.90,2.41,74.54,58622
20.30,-2.82,-0.90,2.48,74.54,58658
20.30,-2.82,-0.90,2.41,74.54,58694
20.30,-2.82,-0.90,2.47,74.54,58732
20.30,-2.82,-0.90,2.41,74.54,58768
20.30,-2.82,-0.90,2.48,74.54,58806
20.30,-2.82,-0.90,2.41,74.54,58844
20.30,-2.82,-0.90,2.48,74.54,58880
20.30,-2.82,-0.90,2.40,74.54,58919
20.30,-2.82,-0.90,2.48,74.54,58956
20.30,-2.82,-0.90,2.41,74.72,58993
20.30,-2.82,-0.90,2.48,74.54,59029
20.30,-2.82,-0.90,2.40,74.54,59068
20.30,-2.82,-0.90,2.48,74.72,59109
20.30,-2.82,-0.90,2.41,74.54,59146
20.30,-2.82,-0.91,2.48,74.54,59204
20.30,-2.82,-0.90,2.41,74.54,59245
20.30,-2.82,-0.90,2.48,74.54,59282
20.30,-2.82,-0.90,2.40,74.72,59318
20.30,-2.82,-0.90,2.48,74.72,59355
20.30,-2.82,-0.90,2.40,74.54,59391
20.30,-2.82,-0.90,2.48,74.54,59428
20.30,-2.82,-0.90,2.40,74.54,59464
20.30,-2.82,-0.90,2.47,74.54,59500
20.30,-2.82,-0.90,2.40,74.54,59537
20.30,-2.82,-0.90,2.48,74.54,59575
20.30,-2.82,-0.90,2.40,74.54,59611
20.30,-2.83,-0.91,2.48,74.72,59651
20.30,-2.82,-0.90,2.41,74.54,59688
20.30,-2.82,-0.90,2.47,74.54,59726
20.30,-2.82,-0.90,2.40,74.72,59761
20.30,-2.82,-0.90,2.48,74.54,59798
20.30,-2.82,-0.90,2.40,74.54,59835
20.30,-2.82,-0.90,2.47,74.72,59871
20.30,-2.82,-0.90,2.40,74.54,59908
20.30,-2.82,-0.90,2.48,74.72,59945
20.30,-2.82,-0.90,2.41,74.54,59981
20.30,-2.82,-0.90,2.48,74.72,60018
20.30,-2.82,-0.90,2.40,74.54,60055
20.30,-2.82,-0.90,2.48,74.54,60091
20.30,-2.81,-0.90,2.41,74.72,60128
20.30,-2.82,-0.90,2.49,74.72,60169
20.30,-2.82,-0.90,2.40,74.72,60206
20.30,-2.82,-0.90,2.48,74.72,60242
20.30,-2.82,-0.90,2.40,74.54,60279
20.30,-2.82,-0.90,2.48,74.54,60315
20.30,-2.82,-0.90,2.40,74.54,60351
20.30,-2.81,-0.90,2.48,74.54,60388
20.30,-2.82,-0.90,2.40,74.54,60426
20.30,-2.82,-0.90,2.48,74.72,60462
20.30,-2.82,-0.90,2.40,74.54,60499
20.30,-2.82,-0.91,2.48,74.54,60536
20.30,-2.82,-0.90,2.40,74.54,60571
20.30,-2.82,-0.91,2.48,74.72,60608
20.30,-2.82,-0.91,2.40,74.54,60646
20.30,-2.82,-0.90,2.47,74.54,60682
20.30,-2.83,-0.91,2.40,74.72,60722
20.30,-2.82,-0.90,2.47,74.54,60760
20.30,-2.82,-0.90,2.40,74.72,60797
20.30,-2.82,-0.90,2.48,74.54,60833
20.30,-2.82,-0.91,2.41,74.54,60869
20.30,-2.82,-0.90,2.47,74.54,60906
20.30,-2.83,-0.91,2.40,74.72,60942
20.29,-2.83,-0.90,2.48,74.72,60979
20.29,-2.83,-0.90,2.40,74.54,61017
20.29,-2.83,-0.90,2.48,74.72,61053
20.29,-2.83,-0.90,2.40,74.72,61090
20.29,-2.84,-0.90,2.48,74.72,61127
20.29,-2.84,-0.90,2.41,74.54,61163
20.29,-2.83,-0.89,2.48,74.72,61202
20.29,-2.84,-0.89,2.40,74.72,61243
20.29,-2.84,-0.89,2.47,74.72,61280
20.29,-2.84,-0.89,2.40,74.54,61318
20.29,-2.84,-0.89,2.48,74.54,61354
20.29,-2.84,-0.89,2.40,74.54,61391
20.29,-2.84,-0.90,2.48,74.72,61427
20.29,-2.84,-0.90,2.40,74.54,61463
20.28,-2.84,-0.90,2.47,74.54,61501
20.28,-2.84,-0.90,2.40,74.72,61539
20.29,-2.84,-0.90,2.48,74.72,61575
20.29,-2.84,-0.90,2.40,74.54,61614
20.29,-2.84,-0.90,2.47,74.54,61652
20.29,-2.84,-0.90,2.40,74.54,61689
20.29,-2.84,-0.90,2.47,74.54,61725
20.29,-2.84,-0.90,2.40,74.72,61768
20.29,-2.84,-0.90,2.48,74.54,61804
20.29,-2.84,-0.90,2.40,74.72,61842
20.29,-2.84,-0.90,2.48,74.54,61879
20.28,-2.84,-0.90,2.40,74.54,61915
20.29,-2.84,-0.90,2.48,74.72,61952
20.29,-2.84,-0.90,2.40,74.72,61990
20.29,-2.83,-0.90,2.48,74.54,62025
20.29,-2.83,-0.90,2.41,74.54,62084
20.29,-2.83,-0.90,2.48,74.54,62125
20.29,-2.83,-0.90,2.41,74.72,62162
20.29,-2.83,-0.90,2.48,74.54,62200
20.29,-2.83,-0.90,2.40,74.72,62235
20.29,-2.83,-0.90,2.48,74.72,62272
20.29,-2.83,-0.90,2.41,74.72,62313
20.29,-2.83,-0.90,2.47,74.72,62350
20.29,-2.83,-0.90,2.41,74.72,62386
20.29,-2.83,-0.90,2.48,74.72,62423
20.29,-2.83,-0.90,2.40,74.54,62460
20.28,-2.83,-0.90,2.47,74.72,62495
20.28,-2.83,-0.90,2.40,74.72,62532
20.29,-2.83,-0.90,2.48,74.54,62570
20.29,-2.83,-0.90,2.41,74.72,62606
20.29,-2.82,-0.90,2.48,74.54,62643
20.29,-2.82,-0.90,2.40,74.72,62680
20.29,-2.82,-0.90,2.47,74.72,62716
20.29,-2.82,-0.90,2.41,74.72,62753
20.29,-2.82,-0.90,2.48,74.54,62790
20.28,-2.82,-0.90,2.41,74.72,62831
20.28,-2.82,-0.90,2.48,74.72,62867
20.28,-2.82,-0.90,2.40,74.72,62904
20.28,-2.82,-0.90,2.48,74.72,62941
20.28,-2.82,-0.90,2.40,74.72,62977
20.28,-2.82,-0.90,2.48,74.72,63014
20.28,-2.82,-0.90,2.40,74.72,63050
20.28,-2.82,-0.90,2.48,74.72,63086
20.28,-2.82,-0.90,2.48,74.72,63123
20.29,-2.82,-0.90,2.30,74.54,63161
20.28,-2.82,-0.90,2.32,74.54,63197
20.28,-2.82,-0.90,2.43,74.72,63234
20.28,-2.82,-0.90,2.38,74.54,63271
20.28,-2.82,-0.90,2.46,74.54,63306
20.28,-2.82,-0.90,2.39,74.72,63343
20.28,-2.82,-0.90,2.48,74.72,63384
20.28,-2.82,-0.90,2.40,74.54,63421
20.28,-2.82,-0.89,2.48,74.54,63457
20.28,-2.82,-0.89,2.41,74.72,63494
20.28,-2.82,-0.89,2.47,74.72,63532
20.29,-2.81,-0.89,2.40,74.54,63568
20.29,-2.81,-0.89,2.46,74.72,63604
20.29,-2.81,-0.89,2.40,74.54,63641
20.29,-2.82,-0.90,2.48,74.54,63677
20.29,-2.81,-0.90,2.41,74.54,63714
20.29,-2.82,-0.90,2.48,74.72,63752
20.28,-2.82,-0.90,2.40,74.54,63788
20.28,-2.82,-0.90,2.48,74.72,63825
20.29,-2.82,-0.90,2.40,74.72,63862
20.29,-2.82,-0.90,2.47,74.72,63902
20.29,-2.82,-0.90,2.40,74.54,63938
20.29,-2.82,-0.90,2.48,74.54,63975
20.29,-2.82,-0.90,2.40,74.54,64013
20.29,-2.82,-0.90,2.48,74.54,64049
20.29,-2.82,-0.90,2.40,74.72,64086
20.29,-2.82,-0.90,2.48,74.54,64123
20.29,-2.82,-0.90,2.40,74.54,64158
20.28,-2.82,-0.90,2.48,74.72,64197
20.28,-2.82,-0.90,2.40,74.72,64235
20.28,-2.82,-0.90,2.48,74.54,64273
20.28,-2.82,-0.90,2.40,74.72,64309
20.28,-2.82,-0.90,2.48,74.72,64347
20.28,-2.82,-0.90,2.41,74.54,64385
20.28,-2.82,-0.90,2.48,74.72,64426
20.28,-2.82,-0.90,2.40,74.54,64463
20.28,-2.81,-0.90,2.49,74.72,64498
20.28,-2.81,-0.90,2.40,74.72,64535
20.28,-2.81,-0.89,2.48,74.72,64571
20.28,-2.82,-0.90,2.40,74.72,64609
20.28,-2.82,-0.90,2.48,74.54,64647
20.28,-2.82,-0.90,2.41,74.54,64684
20.28,-2.82,-0.90,2.48,74.54,64721
20.28,-2.82,-0.90,2.40,74.72,64759
20.27,-2.82,-0.90,2.48,74.72,64796
20.27,-2.82,-0.90,2.41,74.54,64834
20.28,-2.82,-0.90,2.48,74.72,64870
20.28,-2.82,-0.90,2.40,74.54,64909
20.28,-2.82,-0.90,2.48,74.54,64976
20.28,-2.82,-0.90,2.40,74.72,65011
20.28,-2.82,-0.90,2.48,74.72,65048
20.28,-2.81,-0.90,2.40,74.54,65086
20.28,-2.81,-0.90,2.48,74.54,65122
20.28,-2.81,-0.90,2.40,74.72,65159
20.28,-2.82,-0.90,2.48,74.54,65196
20.28,-2.82,-0.90,2.41,74.54,65232
20.28,-2.82,-0.90,2.48,74.72,65268
20.28,-2.82,-0.90,2.41,74.72,65306
20.28,-2.82,-0.90,2.48,74.54,65342
20.28,-2.82,-0.90,2.41,74.54,65379
20.28,-2.82,-0.90,2.48,74.54,65416
20.28,-2.82,-0.90,2.41,74.72,65452
20.28,-2.82,-0.90,2.48,74.72,65489
20.28,-2.82,-0.90,2.41,74.72,65530
20.28,-2.82,-0.90,2.47,74.54,65566
20.28,-2.82,-0.90,2.41,74.54,65602
20.28,-2.81,-0.90,2.48,74.72,65639
20.28,-2.81,-0.89,2.40,74.54,65677
20.27,-2.82,-0.90,2.48,74.72,65713
20.27,-2.81,-0.89,2.40,74.72,65750
20.27,-2.82,-0.90,2.48,74.54,65787
20.27,-2.82,-0.90,2.41,74.72,65822
20.27,-2.82,-0.90,2.48,74.72,65859
20.28,-2.82,-0.90,2.40,74.54,65897
20.27,-2.82,-0.90,2.47,74.54,65933
20.27,-2.82,-0.90,2.40,74.72,65970
20.27,-2.82,-0.90,2.48,74.72,66007
20.27,-2.82,-0.90,2.40,74.72,66048
20.27,-2.82,-0.90,2.47,74.72,66084
20.27,-2.82,-0.90,2.41,74.72,66120
20.27,-2.82,-0.90,2.47,74.54,66158
20.27,-2.82,-0.90,2.40,74.54,66194
20.27,-2.82,-0.90,2.48,74.72,66231
20.27,-2.82,-0.90,2.41,74.54,66268
20.27,-2.82,-0.90,2.48,74.54,66304
20.27,-2.82,-0.90,2.41,74.72,66341
20.27,-2.82,-0.90,2.48,74.72,66378
20.27,-2.82,-0.90,2.41,74.72,66414
20.27,-2.82,-0.90,2.48,74.72,66451
20.27,-2.81,-0.91,2.41,74.54,66488
20.27,-2.81,-0.91,2.47,74.54,66524
20.27,-2.82,-0.90,2.41,74.54,66565
20.27,-2.82,-0.90,2.48,74.54,66602
20.27,-2.82,-0.90,2.41,74.54,66640
20.27,-2.82,-0.89,2.48,74.54,66675
20.27,-2.82,-0.89,2.40,74.54,66712
20.27,-2.82,-0.90,2.48,74.54,66749
20.27,-2.82,-0.89,2.40,74.54,66785
20.27,-2.82,-0.90,2.48,74.54,66822
20.27,-2.82,-0.90,2.40,74.54,66860
20.27,-2.82,-0.90,2.48,74.54,66896
20.27,-2.82,-0.90,2.40,74.72,66932
20.27,-2.82,-0.90,2.47,74.72,66969
20.27,-2.82,-0.90,2.40,74.54,67005
20.27,-2.82,-0.91,2.48,74.72,67043
20.27,-2.82,-0.90,2.40,74.72,67084
20.27,-2.82,-0.90,2.48,74.54,67121
20.26,-2.82,-0.90,2.41,74.54,67157
20.27,-2.83,-0.90,2.48,74.72,67194
20.27,-2.83,-0.90,2.41,74.54,67231
20.27,-2.83,-0.90,2.48,74.72,67267
20.27,-2.83,-0.90,2.40,74.72,67305
20.27,-2.83,-0.90,2.48,74.54,67342
20.27,-2.83,-0.90,2.41,74.54,67380
20.27,-2.83,-0.90,2.48,74.54,67416
20.27,-2.82,-0.91,2.41,74.72,67455
20.27,-2.83,-0.91,2.48,74.72,67493
20.26,-2.83,-0.91,2.41,74.54,67529
20.26,-2.83,-0.91,2.48,74.72,67566
20.26,-2.83,-0.91,2.41,74.72,67609
20.26,-2.83,-0.90,2.48,74.54,67645
20.26,-2.83,-0.90,2.41,74.72,67682
20.26,-2.83,-0.90,2.48,74.72,67720
20.27,-2.83,-0.90,2.41,74.54,67756
20.27,-2.82,-0.90,2.48,74.72,67793
20.26,-2.82,-0.90,2.40,74.72,67854
20.26,-2.82,-0.90,2.48,74.72,67891
20.26,-2.82,-0.90,2.40,74.54,67928
20.26,-2.82,-0.90,2.48,74.72,67965
20.26,-2.82,-0.90,2.40,74.72,68002
20.26,-2.82,-0.90,2.47,74.72,68037
20.26,-2.82,-0.90,2.40,74.72,68074
20.26,-2.82,-0.90,2.48,74.54,68111
20.26,-2.82,-0.90,2.41,74.72,68147
20.26,-2.82,-0.90,2.47,74.72,68188
20.26,-2.82,-0.90,2.40,74.54,68225
20.27,-2.82,-0.90,2.47,74.72,68263
20.27,-2.82,-0.90,2.41,74.54,68298
20.27,-2.82,-0.90,2.47,74.54,68335
20.27,-2.83,-0.90,2.40,74.72,68372
20.26,-2.83,-0.90,2.47,74.72,68408
20.26,-2.83,-0.90,2.40,74.72,68445
20.26,-2.83,-0.90,2.48,74.72,68483
20.26,-2.83,-0.90,2.42,74.72,68519
20.26,-2.83,-0.90,2.48,74.72,68556
20.27,-2.83,-0.89,2.41,74.72,68592
20.27,-2.83,-0.89,2.48,74.72,68628
20.27,-2.83,-0.89,2.41,74.72,68665
20.26,-2.83,-0.89,2.48,74.72,68706
20.26,-2.83,-0.88,2.41,74.72,68744
20.26,-2.83,-0.88,2.48,74.72,68780
20.26,-2.83,-0.89,2.41,74.72,68817
20.26,-2.83,-0.88,2.48,74.72,68854
20.26,-2.82,-0.88,2.40,74.54,68889
20.26,-2.82,-0.88,2.48,74.72,68926
20.26,-2.82,-0.88,2.41,74.72,68964
20.26,-2.82,-0.88,2.48,74.72,69000
20.26,-2.82,-0.88,2.40,74.72,69037
20.26,-2.82,-0.88,2.47,74.54,69074
20.26,-2.82,-0.88,2.40,74.72,69110
20.26,-2.82,-0.88,2.48,74.72,69146
20.26,-2.82,-0.88,2.40,74.72,69184
20.26,-2.82,-0.88,2.48,74.72,69225
20.26,-2.82,-0.89,2.40,74.72,69261
20.26,-2.82,-0.89,2.48,74.72,69298
20.26,-2.82,-0.89,2.40,74.72,69335
20.26,-2.82,-0.89,2.48,74.54,69371
20.26,-2.82,-0.89,2.41,74.72,69407
20.26,-2.82,-0.89,2.48,74.72,69445
20.26,-2.82,-0.89,2.41,74.72,69481
20.26,-2.82,-0.89,2.48,74.72,69518
20.26,-2.82,-0.89,2.41,74.72,69555
20.26,-2.82,-0.89,2.47,74.72,69591
20.26,-2.82,-0.89,2.41,74.72,69629
20.26,-2.82,-0.89,2.48,74.72,69666
20.26,-2.82,-0.89,2.40,74.72,69701
20.26,-2.82,-0.89,2.48,74.72,69742
20.26,-2.82,-0.89,2.41,74.72,69779
20.26,-2.82,-0.89,2.48,74.54,69816
20.26,-2.82,-0.89,2.40,74.72,69852
20.26,-2.82,-0.89,2.48,74.72,69889
20.26,-2.83,-0.89,2.40,74.72,69927
20.26,-2.83,-0.89,2.48,74.72,69962
20.26,-2.82,-0.89,2.41,74.72,70000
20.26,-2.82,-0.89,2.48,74.72,70038
20.26,-2.82,-0.89,2.41,74.72,70076
20.26,-2.82,-0.89,2.48,74.72,70112
20.25,-2.82,-0.89,2.41,74.72,70150
20.25,-2.82,-0.89,2.48,74.72,70188
20.25,-2.83,-0.89,2.41,74.72,70226
20.25,-2.82,-0.89,2.48,74.72,70262
20.25,-2.82,-0.89,2.42,74.72,70383
20.25,-2.82,-0.90,2.50,74.72,70473
20.25,-2.82,-0.90,2.41,74.72,70509
20.25,-2.82,-0.90,2.49,74.72,70547
20.25,-2.82,-0.89,2.41,74.72,70583
20.25,-2.82,-0.89,2.48,74.72,70620
20.25,-2.82,-0.89,2.40,74.72,70657
20.25,-2.82,-0.89,2.48,74.72,70693
20.25,-2.82,-0.89,2.41,74.72,70729
20.25,-2.82,-0.89,2.47,74.72,70766
20.25,-2.82,-0.89,2.40,74.72,70802
20.25,-2.82,-0.89,2.49,74.72,70860
20.25,-2.82,-0.89,2.41,74.72,70899
20.25,-2.82,-0.89,2.48,74.72,70937
20.26,-2.82,-0.89,2.42,74.72,71018
20.26,-2.82,-0.89,2.48,74.72,71053
20.25,-2.82,-0.89,2.41,74.72,71090
20.25,-2.82,-0.90,2.47,74.72,71128
20.25,-2.82,-0.90,2.41,74.72,71164
20.25,-2.80,-0.93,2.86,74.72,71201
20.23,-2.80,-0.98,2.48,74.72,71237
20.21,-2.81,-0.99,2.38,74.72,71273
20.19,-2.80,-0.97,2.34,74.72,71310
20.22,-2.81,-0.92,2.81,74.72,71346
20.28,-2.83,-0.88,2.22,74.72,71383
20.30,-2.84,-0.86,2.38,74.72,71420
20.28,-2.84,-0.86,2.36,74.72,71455
20.23,-2.84,-0.90,2.46,74.72,71492
20.22,-2.84,-0.92,2.39,74.72,71532
20.25,-2.83,-0.90,2.48,74.72,71570
20.27,-2.83,-0.88,2.40,74.72,71606
20.28,-2.83,-0.86,2.48,74.72,71643
20.25,-2.84,-0.86,2.41,74.72,71680
20.24,-2.85,-0.89,2.48,74.72,71716
20.23,-2.82,-0.91,2.41,74.72,71752
20.25,-2.82,-0.88,2.48,74.72,71789
20.27,-2.83,-0.89,2.40,74.72,71825
20.27,-2.81,-0.90,2.48,74.72,71862
20.25,-2.84,-0.91,2.41,74.72,71899
20.23,-2.83,-0.93,2.48,74.72,71935
20.24,-2.83,-0.92,2.41,74.72,71972
20.25,-2.82,-0.91,2.48,74.72,72008
20.26,-2.83,-0.89,2.39,74.72,72049
20.25,-2.81,-0.92,2.48,74.72,72085
20.24,-2.83,-0.94,2.40,74.89,72122
20.23,-2.83,-0.92,2.48,74.72,72159
20.24,-2.84,-0.88,2.41,74.72,72195
20.25,-2.87,-0.86,2.48,74.72,72232
20.25,-2.85,-0.85,2.40,74.72,72270
20.25,-2.85,-0.85,2.48,74.72,72305
20.24,-2.84,-0.86,2.41,74.72,72342
20.24,-2.85,-0.86,2.47,74.72,72377
20.25,-2.85,-0.86,2.41,74.72,72415
20.25,-2.85,-0.86,2.48,74.72,72452
20.25,-2.85,-0.85,2.40,74.72,72488
20.25,-2.85,-0.86,2.48,74.72,72525
20.24,-2.85,-0.88,2.40,74.72,72564
20.24,-2.84,-0.88,2.48,74.72,72602
20.25,-2.84,-0.86,2.41,74.72,72638
20.25,-2.84,-0.87,2.48,74.72,72675
20.25,-2.84,-0.89,2.40,74.72,72712
20.23,-2.84,-0.90,2.48,74.72,72748
20.22,-2.82,-0.90,2.41,74.72,72785
20.25,-2.82,-0.89,2.48,74.72,72822
20.26,-2.82,-0.89,2.40,74.72,72857
20.27,-2.83,-0.86,2.48,74.72,72895
20.25,-2.83,-0.88,2.40,74.72,72933
20.24,-2.83,-0.90,2.48,74.72,72969
20.22,-2.84,-0.90,2.40,74.72,73007
20.23,-2.82,-0.89,2.48,74.72,73045
20.26,-2.80,-0.89,2.41,74.72,73083
20.26,-2.81,-0.88,2.48,74.72,73124
20.25,-2.81,-0.89,2.40,74.72,73159
20.23,-2.82,-0.90,2.48,74.72,73196
20.23,-2.83,-0.90,2.41,74.72,73233
20.25,-2.83,-0.89,2.48,74.72,73269
20.25,-2.81,-0.88,2.40,74.72,73307
20.25,-2.81,-0.88,2.48,74.72,73345
20.25,-2.82,-0.89,2.40,74.72,73382
20.24,-2.82,-0.90,2.48,74.72,73418
20.24,-2.83,-0.90,2.41,74.72,73456
20.25,-2.83,-0.88,2.48,74.72,73494
20.25,-2.83,-0.88,2.41,74.72,73532
20.25,-2.82,-0.89,2.48,74.72,73568
20.24,-2.82,-0.89,2.41,74.72,73606
20.24,-2.82,-0.90,2.48,74.72,73648
20.25,-2.82,-0.87,2.41,74.72,73685
20.27,-2.84,-0.83,2.48,74.72,73721
20.27,-2.83,-0.89,2.41,74.72,73782
20.23,-2.83,-0.90,2.48,74.72,73818
20.21,-2.81,-0.91,2.43,74.72,73855
20.25,-2.80,-0.90,2.49,74.72,73893
20.28,-2.80,-0.89,2.41,74.72,73928
20.27,-2.81,-0.89,2.48,74.72,73965
20.24,-2.83,-0.91,2.41,74.72,74001
20.21,-2.84,-0.92,2.49,74.72,74038
20.23,-2.84,-0.91,2.41,74.72,74075
20.26,-2.83,-0.90,2.48,74.72,74111
20.28,-2.81,-0.87,2.41,74.89,74148
20.26,-2.81,-0.88,2.49,74.72,74188
20.23,-2.82,-0.91,2.41,74.72,74225
20.23,-2.83,-0.92,2.48,74.72,74260
20.25,-2.84,-0.95,2.41,74.72,74298
20.25,-2.83,-0.91,2.48,74.72,74335
20.25,-2.82,-0.87,2.40,74.72,74371
20.27,-2.82,-0.87,2.48,74.72,74408
20.27,-2.81,-0.87,2.41,74.72,74445
20.26,-2.82,-0.91,2.49,74.72,74480
20.22,-2.83,-0.93,2.42,74.72,74517
20.22,-2.84,-0.91,2.48,74.89,74554
20.25,-2.84,-0.91,2.43,74.72,74590
20.27,-2.82,-0.90,2.50,74.89,74627
20.26,-2.82,-0.89,2.41,74.72,74664
20.24,-2.81,-0.91,2.49,74.72,74705
20.24,-2.82,-0.92,2.41,74.72,74740
20.25,-2.83,-0.92,2.49,74.89,74777
20.26,-2.84,-0.90,2.41,74.72,74815
20.27,-2.83,-0.89,2.48,74.72,74851
20.26,-2.82,-0.90,2.41,74.72,74888
20.25,-2.81,-0.92,2.48,74.72,74925
20.24,-2.81,-0.91,2.40,74.72,74961
20.25,-2.82,-0.92,2.49,74.72,74998
20.26,-2.83,-0.90,2.41,74.72,75034
20.26,-2.83,-0.90,2.48,74.89,75070
20.25,-2.84,-0.90,2.42,74.72,75107
20.25,-2.83,-0.91,2.48,74.72,75143
20.25,-2.83,-0.92,2.41,74.72,75180
20.25,-2.82,-0.91,2.48,74.72,75218
20.26,-2.82,-0.90,2.41,74.72,75258
20.26,-2.82,-0.90,2.48,74.89,75293
20.26,-2.84,-0.91,2.41,74.72,75330
20.25,-2.83,-0.92,2.48,74.89,75367
20.25,-2.83,-0.91,2.41,74.72,75403
20.26,-2.82,-0.91,2.48,74.89,75441
20.26,-2.82,-0.91,2.41,74.72,75479
20.25,-2.82,-0.90,2.49,74.89,75516
20.25,-2.82,-0.91,2.41,74.72,75553
20.25,-2.83,-0.91,2.48,74.72,75590
20.25,-2.82,-0.91,2.41,74.72,75628
20.26,-2.82,-0.90,2.49,74.72,75664
20.26,-2.82,-0.90,2.41,74.89,75703
20.26,-2.82,-0.91,2.48,74.89,75741
20.25,-2.82,-0.91,2.40,74.89,75782
20.25,-2.83,-0.91,2.48,74.89,75819
20.26,-2.83,-0.91,2.41,74.89,75855
20.26,-2.83,-0.91,2.48,74.89,75891
20.26,-2.82,-0.91,2.41,74.89,75928
20.25,-2.82,-0.91,2.48,74.89,75964
20.26,-2.82,-0.92,2.41,74.72,76002
20.26,-2.82,-0.92,2.49,74.89,76040
20.26,-2.82,-0.91,2.41,74.72,76078
20.26,-2.83,-0.91,2.49,74.89,76114
20.26,-2.83,-0.92,2.42,74.89,76153
20.26,-2.83,-0.92,2.49,74.89,76189
20.26,-2.82,-0.92,2.41,74.72,76227
20.26,-2.82,-0.92,2.48,74.89,76263
20.26,-2.82,-0.92,2.41,74.89,76306
20.26,-2.82,-0.92,2.48,74.89,76343
20.26,-2.82,-0.92,2.41,74.89,76380
20.26,-2.83,-0.92,2.49,74.89,76416
20.26,-2.82,-0.92,2.41,74.89,76453
20.26,-2.82,-0.92,2.48,74.89,76489
20.26,-2.82,-0.92,2.41,74.89,76525
20.26,-2.83,-0.92,2.49,74.89,76564
20.26,-2.83,-0.92,2.42,74.89,76601
20.26,-2.83,-0.92,2.48,74.89,76664
20.26,-2.83,-0.92,2.41,74.89,76700
20.26,-2.83,-0.92,2.48,74.89,76736
20.26,-2.83,-0.92,2.40,74.89,76773
20.26,-2.83,-0.92,2.48,74.89,76810
20.26,-2.83,-0.92,2.42,74.89,76851
20.26,-2.83,-0.92,2.49,74.89,76887
20.26,-2.83,-0.92,2.41,74.89,76924
20.26,-2.83,-0.92,2.49,74.89,76961
20.26,-2.83,-0.92,2.40,74.89,76996
20.26,-2.83,-0.92,2.49,74.89,77033
20.26,-2.83,-0.92,2.41,74.89,77071
20.26,-2.83,-0.92,2.48,74.89,77107
20.26,-2.84,-0.92,2.40,74.89,77144
20.26,-2.83,-0.92,2.48,74.89,77181
20.26,-2.83,-0.92,2.41,74.89,77217
20.26,-2.83,-0.92,2.48,74.89,77253
20.26,-2.83,-0.92,2.40,74.89,77290
20.26,-2.82,-0.92,2.49,74.89,77326
20.26,-2.83,-0.91,2.41,74.89,77367
20.25,-2.83,-0.91,2.48,74.89,77404
20.25,-2.83,-0.91,2.41,74.89,77442
20.26,-2.83,-0.91,2.49,74.89,77478
20.26,-2.83,-0.91,2.41,74.89,77514
20.26,-2.82,-0.91,2.48,74.89,77551
20.26,-2.83,-0.91,2.41,74.72,77587
