voltage,current,airspeed,throttle, ms
319,46,556,1409,126546
319,49,558,1417,126582
318,50,557,1417,126618
319,49,556,1417,126655
319,44,556,1408,126691
319,40,555,1390,126727
319,40,556,1389,126763
320,41,557,1395,126798
319,42,557,1405,126834
318,58,557,1426,126871
318,64,558,1427,126907
318,61,555,1421,126943
319,60,556,1422,126979
318,58,555,1428,127014
319,59,557,1439,127050
317,82,558,1461,127087
318,85,557,1462,127123
318,88,556,1464,127159
317,82,556,1464,127195
318,68,557,1459,127230
318,69,556,1460,127266
318,70,557,1459,127303
318,68,558,1461,127339
317,69,557,1407,127375
319,34,558,1237,127411
320,22,555,989,127447
321,0,557,983,127482
321,0,557,983,127518
321,0,557,983,127554
321,0,557,983,127590
321,0,555,983,127627
321,0,556,983,127663
321,0,557,984,127698
321,0,557,983,127734
321,0,557,983,127770
321,0,558,983,127806
321,0,557,984,127843
321,0,555,983,127879
321,0,556,983,127915
321,0,557,984,127950
321,0,557,983,127986
321,0,557,984,128022
321,0,557,983,128059
321,0,556,984,128095
321,0,556,984,128131
321,0,557,984,128166
321,0,555,983,128202
321,0,555,984,128238
321,0,556,984,128275
321,0,558,983,128311
321,0,557,984,128347
321,0,556,983,128382
321,0,554,983,128418
321,0,555,983,128454
321,0,558,983,128491
321,0,557,983,128527
321,0,555,983,128563
321,0,556,983,128599
321,0,554,984,128634
321,0,556,983,128670
321,0,556,983,128707
321,0,555,984,128743
321,0,556,984,128779
321,0,556,984,128815
321,0,558,984,128850
321,0,555,983,128886
321,0,557,984,128923
321,0,556,983,128959
321,0,557,984,128995
321,0,558,983,129031
321,0,556,983,129067
321,0,555,983,129102
321,0,555,984,129139
321,0,556,983,129175
321,0,557,984,129211
321,0,557,983,129247
321,0,556,983,129283
321,0,556,983,129318
321,0,556,983,129355
321,0,555,984,129391
321,0,557,984,129427
321,0,557,983,129463
321,0,556,983,129499
321,0,556,984,129534
321,0,555,983,129571
321,0,555,983,129607
321,0,555,986,129643
321,0,556,984,129679
321,0,556,983,129715
321,0,556,984,129751
321,0,556,984,129786
321,0,555,983,129823
321,0,556,990,129859
321,0,556,983,129895
321,0,556,983,129931
321,0,556,983,129967
321,0,557,984,130002
321,0,556,984,130039
321,0,556,989,130075
321,0,556,984,130111
321,0,556,983,130147
321,0,556,984,130183
321,0,556,983,130219
321,0,555,984,130255
321,0,556,984,130291
321,0,556,983,130327
321,0,556,983,130363
321,0,556,983,130399
321,0,556,984,130435
321,0,556,983,130471
321,0,556,984,130507
321,0,556,984,130543
321,0,556,983,130579
321,0,556,983,130615
321,0,556,983,130651
321,0,556,983,130688
321,0,556,983,130723
321,0,556,984,130759
321,0,556,983,130795
321,0,556,983,130831
321,0,556,983,130867
321,0,556,983,130904
321,0,556,983,130939
321,0,556,983,130975
321,0,556,984,131011
321,0,556,984,131047
321,0,556,983,131083
321,0,556,983,131120
321,0,556,983,131155
321,0,556,984,131191
321,0,556,983,131227
321,0,556,983,131263
321,0,556,984,131299
321,0,556,983,131336
321,0,556,983,131372
321,0,556,983,131407
321,0,556,983,131443
321,0,556,983,131479
321,0,556,984,131515
321,0,556,984,131552
321,0,556,984,131588
321,0,556,984,131623
321,0,556,984,131659
321,0,556,984,131695
321,0,556,984,131731
321,0,556,984,131768
321,0,556,983,131804
321,0,556,983,131840
321,0,556,984,131875
321,0,556,984,131911
321,0,556,983,131947
321,0,556,983,131984
321,0,556,983,132020
321,0,556,983,132056
321,0,557,984,132091
321,0,556,983,132127
321,0,556,984,132163
321,0,556,983,132200
321,0,556,984,132236
321,0,556,984,132272
321,0,556,984,132307
321,0,556,984,132343
321,0,556,983,132379
321,0,556,983,132415
321,0,556,984,132452
321,0,556,990,132488
321,0,556,983,132524
321,0,556,984,132559
321,0,556,983,132595
321,0,556,983,132631
321,0,557,984,132668
321,0,556,990,132704
321,0,556,984,132740
321,0,556,983,132775
321,0,556,983,132811
321,0,556,983,132847
321,0,556,983,132884
321,0,556,984,132920
321,0,556,983,132956
321,0,556,983,132992
321,0,556,984,133027
321,0,556,983,133063
321,0,556,984,133100
321,0,556,983,133136
321,0,556,984,133172
321,0,556,983,133208
321,0,557,983,133243
321,0,556,984,133279
321,0,556,984,133316
322,0,556,983,133352
321,0,556,984,133388
321,0,556,983,133424
321,0,556,984,133459
321,0,556,984,133495
321,0,556,983,133532
322,0,556,984,133568
321,0,556,983,133604
321,0,556,984,133640
321,0,556,983,133676
321,0,556,983,133711
322,0,556,983,133748
321,0,556,983,133784
322,0,556,984,133820
322,0,556,983,133856
322,0,556,984,133892
322,0,556,983,133927
322,0,556,983,133964
321,0,556,983,134000
322,0,556,983,134036
322,0,555,984,134072
321,0,556,983,134108
321,0,556,983,134144
322,0,556,983,134180
322,0,556,983,134216
321,0,556,983,134252
322,0,556,984,134288
321,0,556,984,134324
322,0,556,984,134360
321,0,556,983,134396
322,0,556,983,134432
322,0,556,983,134468
322,0,556,984,134504
321,0,556,983,134540
322,0,556,984,134576
322,0,556,983,134612
322,0,556,983,134648
322,0,556,984,134684
322,0,556,983,134720
321,0,556,983,134756
322,0,556,984,134792
322,0,556,983,134829
322,0,556,984,134864
322,0,556,988,134900
322,0,556,983,134936
322,0,556,984,134972
322,0,556,984,135008
322,0,556,984,135044
322,0,556,983,135080
322,0,556,989,135116
322,0,556,984,135152
322,0,556,984,135188
322,0,556,983,135224
322,0,556,983,135260
322,0,556,983,135297
322,0,556,984,135332
322,0,556,983,135368
322,0,556,984,135404
322,0,556,983,135440
322,0,556,983,135476
322,0,556,983,135513
322,0,556,983,135548
322,0,556,984,135584
322,0,556,984,135620
322,0,556,983,135656
322,0,556,983,135692
322,0,556,984,135729
322,0,556,983,135764
322,0,556,983,135800
322,0,556,983,135836
322,0,556,983,135872
322,0,556,983,135908
322,0,555,984,135945
322,0,556,984,135981
322,0,556,983,136016
322,0,556,983,136052
322,0,556,984,136088
322,0,556,983,136124
322,0,556,984,136161
322,0,556,983,136197
322,0,556,984,136232
322,0,556,983,136268
322,0,556,983,136304
322,0,556,984,136340
322,0,556,984,136377
322,0,557,983,136413
322,0,557,983,136449
322,0,556,984,136484
322,0,556,984,136520
322,0,556,983,136556
322,0,556,984,136593
322,0,556,984,136629
322,0,556,984,136665
322,0,556,984,136700
322,0,556,983,136736
322,0,556,984,136772
322,0,556,983,136809
322,0,556,983,136845
322,0,556,984,136881
322,0,556,984,136916
322,0,556,983,136952
322,0,556,984,136988
322,0,556,983,137025
322,0,556,984,137061
322,0,556,983,137097
322,0,556,984,137133
322,0,556,984,137168
322,0,556,983,137204
322,0,556,984,137241
322,0,556,984,137277
322,0,556,987,137313
322,0,556,983,137349
322,0,556,983,137384
322,0,556,983,137420
322,0,556,984,137456
322,0,556,984,137493
322,0,556,990,137529
322,0,557,984,137565
322,0,556,983,137601
322,0,556,984,137636
322,0,556,983,137672
322,0,557,984,137709
322,0,556,990,137745
322,0,556,984,137781
322,0,556,984,137817
322,0,556,983,137852
322,0,556,984,137888
322,0,556,983,137925
322,0,557,983,137961
322,0,556,983,137997
322,0,556,983,138033
322,0,556,984,138068
322,0,557,983,138104
322,0,556,983,138141
322,0,556,983,138177
322,0,556,984,138213
322,0,556,983,138249
322,0,556,984,138285
322,0,556,983,138320
322,0,556,983,138357
322,0,557,984,138393
322,0,556,984,138429
322,0,556,983,138465
322,0,556,984,138501
322,0,556,984,138536
322,0,556,984,138573
322,0,556,983,138609
322,0,556,983,138645
322,0,556,984,138681
322,0,556,984,138717
322,0,556,984,138753
322,0,556,983,138789
322,0,556,983,138825
322,0,556,983,138861
322,0,556,983,138897
322,0,556,983,138933
322,0,556,984,138969
322,0,556,984,139005
322,0,556,984,139041
322,0,556,984,139077
322,0,556,984,139113
322,0,557,983,139149
322,0,556,984,139185
322,0,556,983,139222
322,0,556,984,139257
322,0,556,983,139293
322,0,556,983,139329
322,0,556,984,139365
322,0,556,983,139401
322,0,557,984,139438
322,0,555,984,139473
322,0,556,983,139509
322,0,556,983,139545
322,0,556,983,139581
322,0,557,983,139617
322,0,556,983,139654
322,0,556,984,139689
322,0,556,983,139725
322,0,556,983,139761
322,0,556,983,139797
322,0,556,984,139833
322,0,556,984,139870
322,0,557,983,139906
322,0,556,989,139941
322,0,556,984,139977
322,0,557,983,140013
322,0,556,983,140049
322,0,556,984,140085
322,0,556,983,140122
322,0,556,989,140157
322,0,556,984,140193
322,0,556,984,140229
322,0,556,984,140265
322,0,556,983,140301
322,0,556,984,140338
322,0,556,986,140374
322,0,556,983,140409
322,0,556,984,140445
322,0,556,984,140481
322,0,556,984,140517
322,0,557,984,140554
322,0,556,984,140590
322,0,555,983,140625
322,0,556,984,140661
322,0,556,984,140697
322,0,556,983,140733
322,0,556,984,140770
322,0,556,983,140806
322,0,556,983,140841
322,0,556,983,140877
322,0,556,984,140913
322,0,556,984,140949
322,0,556,984,140986
322,0,556,984,141022
322,0,556,984,141058
322,0,556,984,141093
322,0,556,983,141129
322,0,556,984,141165
322,0,556,983,141202
322,0,556,984,141238
322,0,556,983,141274
322,0,556,984,141309
322,0,556,983,141345
322,0,556,984,141381
322,0,556,983,141418
322,0,557,983,141454
322,0,556,984,141490
322,0,555,983,141526
322,0,556,983,141561
322,0,556,983,141597
322,0,556,983,141634
322,0,556,983,141670
322,0,556,984,141706
322,0,556,984,141742
322,0,556,984,141777
322,0,556,983,141813
322,0,556,984,141850
322,0,556,983,141886
322,0,556,984,141922
322,0,557,983,141958
322,0,556,983,141993
322,0,556,983,142029
322,0,556,983,142066
322,0,556,983,142102
322,0,556,983,142138
322,0,556,983,142174
322,0,556,984,142210
322,0,557,984,142245
322,0,556,983,142282
322,0,556,983,142318
322,0,556,985,142354
322,0,556,984,142390
322,0,556,983,142426
322,0,556,983,142461
322,0,556,983,142497
322,0,556,983,142534
322,0,556,989,142570
322,0,556,983,142606
322,0,556,984,142642
322,0,556,983,142678
322,0,556,984,142713
322,0,556,984,142750
322,0,556,989,142786
322,0,556,983,142822
322,0,555,984,142858
322,0,556,983,142894
322,0,556,983,142929
322,0,556,983,142966
322,0,556,983,143002
322,0,556,983,143038
322,0,556,983,143074
322,0,556,983,143110
322,0,556,983,143145
322,0,556,984,143182
322,0,556,983,143218
322,0,556,984,143254
322,0,556,983,143290
322,0,556,984,143326
322,0,556,984,143362
322,0,556,984,143398
322,0,556,983,143434
322,0,556,983,143470
322,0,556,983,143506
322,0,556,984,143542
322,0,556,984,143578
322,0,556,984,143614
322,0,556,984,143650
322,0,556,983,143686
322,0,556,983,143722
322,0,556,984,143758
322,0,556,983,143794
322,0,556,983,143831
322,0,556,983,143866
322,0,556,984,143902
322,0,556,984,143938
322,0,556,983,143974
322,0,556,983,144010
322,0,556,983,144047
322,0,556,983,144082
322,0,556,983,144118
322,0,556,983,144154
322,0,556,984,144190
322,0,556,983,144226
322,0,556,983,144263
322,0,556,983,144299
322,0,556,984,144334
322,0,556,983,144370
322,0,556,984,144406
322,0,556,984,144442
322,0,556,984,144479
322,0,556,983,144515
322,0,556,984,144550
322,0,556,984,144586
322,0,555,983,144622
322,0,556,983,144658
322,0,556,984,144695
322,0,556,984,144731
322,0,556,983,144766
322,0,556,984,144802
322,0,556,984,144838
322,0,556,984,144874
322,0,555,984,144911
322,0,556,984,144947
322,0,556,990,144983
322,0,556,984,145018
322,0,556,984,145054
322,0,556,983,145090
322,0,556,983,145126
322,0,556,984,145163
322,0,556,989,145199
322,0,556,984,145234
322,0,556,984,145270
322,0,556,983,145306
322,0,556,984,145342
322,0,556,984,145379
322,0,556,986,145415
322,0,556,983,145451
322,0,556,984,145486
322,0,556,983,145522
322,0,556,983,145558
322,0,556,983,145595
322,0,556,983,145631
322,0,556,983,145667
322,0,556,983,145702
322,0,556,984,145738
322,0,556,983,145774
322,0,556,983,145811
322,0,556,983,145847
322,0,556,983,145883
322,0,556,984,145918
322,0,556,984,145954
322,0,556,983,145990
322,0,556,983,146027
322,0,556,983,146063
322,0,556,983,146099
322,0,556,984,146135
322,0,556,983,146170
322,0,556,983,146206
322,0,556,984,146243
322,0,556,983,146279
322,0,556,983,146315
322,0,556,984,146351
322,0,556,983,146386
322,0,556,983,146422
322,0,556,983,146459
322,0,557,983,146495
322,0,556,983,146531
322,0,556,983,146567
322,0,556,983,146603
322,0,556,983,146638
322,0,556,983,146675
322,0,555,983,146711
322,0,556,984,146747
322,0,556,983,146783
322,0,556,983,146819
322,0,556,983,146854
322,0,556,984,146891
322,0,556,983,146927
322,0,556,984,146963
322,0,556,983,146999
322,0,556,984,147035
322,0,556,984,147070
322,0,556,983,147107
322,0,556,984,147143
322,0,556,984,147179
322,0,556,983,147215
322,0,556,983,147251
322,0,556,984,147287
322,0,556,984,147322
322,0,556,984,147359
322,0,556,989,147395
322,0,556,983,147431
322,0,556,983,147467
322,0,556,983,147503
322,0,556,984,147538
322,0,556,984,147575
322,0,556,990,147611
322,0,556,983,147647
322,0,556,984,147683
322,0,556,984,147719
322,0,556,983,147755
322,0,556,983,147791
322,0,555,989,147827
322,0,556,984,147863
322,0,556,983,147899
322,0,556,984,147935
322,0,556,983,147971
322,0,556,983,148007
322,0,556,983,148043
322,0,556,984,148079
322,0,556,984,148115
322,0,556,983,148151
322,0,556,983,148187
322,0,556,983,148224
322,0,555,983,148259
322,0,556,983,148295
322,0,556,983,148331
322,0,556,984,148367
322,0,556,984,148403
322,0,556,984,148440
322,0,556,984,148475
322,0,556,983,148511
322,0,556,983,148547
322,0,556,984,148583
322,0,556,984,148619
322,0,556,983,148656
322,0,556,984,148691
322,0,556,983,148727
322,0,556,983,148763
322,0,556,984,148799
322,0,555,983,148835
322,0,556,984,148872
322,0,556,983,148908
322,0,556,984,148943
322,0,556,983,148979
322,0,556,983,149015
322,0,556,983,149051
322,0,556,984,149088
322,0,556,984,149124
322,0,556,984,149159
322,0,556,984,149195
322,0,556,983,149231
322,0,556,984,149267
322,0,556,984,149304
322,0,556,983,149340
322,0,556,983,149376
322,0,556,983,149411
322,0,556,983,149447
322,0,556,983,149483
322,0,556,984,149520
322,0,556,984,149556
322,0,556,984,149592
322,0,556,983,149627
322,0,556,984,149663
322,0,556,984,149699
322,0,556,983,149736
322,0,556,984,149772
322,0,556,984,149808
322,0,556,983,149843
322,0,556,984,149879
322,0,556,984,149915
322,0,556,984,149951
322,0,557,983,149988
322,0,556,989,150024
322,0,556,983,150060
322,0,556,984,150095
322,0,556,983,150131
322,0,556,984,150167
322,0,556,984,150204
322,0,556,989,150240
322,0,556,983,150276
322,0,556,983,150311
322,0,556,983,150347
322,0,556,983,150383
322,0,556,983,150420
322,0,556,983,150456
322,0,556,984,150492
322,0,556,983,150528
322,0,555,983,150563
322,0,556,983,150599
322,0,556,983,150636
322,0,556,984,150672
322,0,555,983,150708
322,0,557,984,150744
322,0,556,984,150779
322,0,556,984,150815
322,0,556,984,150852
322,0,556,983,150888
322,0,556,984,150924
322,0,556,984,150960
322,0,556,984,150995
322,0,556,984,151031
322,0,556,983,151068
322,0,556,983,151104
322,0,556,983,151140
322,0,556,983,151176
322,0,556,984,151212
322,0,556,983,151247
322,0,556,983,151284
322,0,556,983,151320
322,0,556,984,151356
322,0,556,983,151392
322,0,556,984,151428
322,0,556,983,151463
322,0,556,984,151500
322,0,556,983,151536
322,0,556,983,151572
322,0,556,984,151608
322,0,556,983,151644
322,0,556,983,151680
322,0,556,984,151716
322,0,556,983,151752
322,0,556,983,151788
322,0,556,983,151824
322,0,556,983,151860
322,0,556,984,151896
322,0,556,984,151932
322,0,556,984,151968
322,0,556,983,152004
322,0,556,984,152040
322,0,556,984,152076
322,0,556,984,152112
322,0,556,984,152148
322,0,556,983,152184
322,0,556,983,152220
322,0,556,983,152256
322,0,556,984,152292
322,0,556,984,152328
322,0,556,983,152365
322,0,555,984,152400
322,0,556,990,152436
322,0,556,983,152472
322,0,556,984,152508
322,0,556,984,152544
322,0,556,984,152580
322,0,556,984,152616
322,0,556,989,152652
322,0,556,983,152688
322,0,556,984,152724
322,0,556,984,152760
322,0,556,983,152796
322,0,556,983,152833
322,0,556,985,152868
322,0,556,983,152904
322,0,556,984,152940
322,0,556,984,152976
322,0,556,983,153012
322,0,556,983,153049
322,0,556,983,153084
322,0,556,984,153120
322,0,556,984,153156
322,0,556,983,153192
322,0,556,983,153228
322,0,556,984,153265
322,0,556,984,153300
322,0,556,984,153336
322,0,556,984,153372
322,0,556,983,153408
322,0,556,984,153444
322,0,556,984,153481
322,0,556,983,153517
322,0,556,983,153552
322,0,556,983,153588
322,0,556,983,153624
322,0,556,983,153660
322,0,557,984,153697
322,0,556,984,153733
322,0,556,984,153768
322,0,556,983,153804
322,0,556,983,153840
322,0,556,983,153876
322,0,556,984,153913
322,0,556,984,153949
322,0,556,984,153985
322,0,556,983,154020
322,0,556,984,154056
322,0,556,983,154092
322,0,556,984,154129
322,0,556,984,154165
322,0,556,984,154201
322,0,556,984,154236
322,0,556,984,154272
322,0,556,983,154308
322,0,556,983,154345
322,0,556,984,154381
322,0,556,984,154417
322,0,556,983,154452
322,0,556,983,154488
322,0,556,983,154524
322,0,555,983,154561
322,0,556,983,154597
322,0,556,983,154633
322,0,556,984,154669
322,0,556,983,154704
322,0,556,984,154740
322,0,556,983,154777
322,0,556,983,154813
322,0,556,990,154849
322,0,556,983,154885
322,0,556,984,154920
322,0,556,984,154956
322,0,556,983,154992
322,0,556,983,155029
322,0,556,989,155065
322,0,556,984,155101
322,0,556,983,155137
322,0,556,984,155172
322,0,557,983,155208
322,0,556,984,155245
322,0,556,989,155281
322,0,556,983,155317
322,0,556,984,155353
322,0,556,984,155388
322,0,556,984,155424
322,0,556,983,155461
322,0,556,984,155497
322,0,556,983,155533
322,0,557,983,155569
322,0,556,984,155604
322,0,556,983,155640
322,0,556,983,155677
322,0,556,983,155713
322,0,556,983,155749
322,0,556,984,155785
322,0,556,984,155821
322,0,556,983,155856
322,0,556,983,155893
322,0,556,984,155929
322,0,556,983,155965
322,0,555,983,156001
322,0,557,983,156037
322,0,556,984,156072
322,0,556,984,156109
322,0,556,984,156145
322,0,556,983,156181
322,0,556,984,156217
322,0,556,983,156253
322,0,556,983,156289
322,0,556,984,156451
322,0,556,987,156487
322,0,556,984,156523
322,0,556,983,156559
322,0,556,984,156595
322,0,557,983,156631
322,0,555,984,156667
322,0,556,983,156703
322,0,555,983,156739
322,0,556,983,156775
322,0,556,984,156811
322,0,556,983,156847
322,0,556,984,156883
322,0,556,984,156919
322,0,556,983,156955
322,0,557,984,156991
322,0,556,983,157027
322,0,556,984,157063
322,0,556,983,157100
322,0,556,983,157135
322,0,556,984,157171
322,0,556,983,157207
322,0,556,983,157243
322,0,557,984,157279
322,0,556,983,157316
322,0,556,984,157351
322,0,556,983,157387
322,0,556,983,157423
322,0,556,984,157459
322,0,556,983,157495
317,0,556,984,157532
311,0,556,984,157568
305,0,556,983,157603
299,0,556,984,157639
292,0,556,984,157675
286,0,556,984,157711
280,0,556,984,157748
273,0,556,984,157784
267,0,556,983,157819
260,0,556,984,157855
254,0,556,984,157891
247,0,556,983,157927
237,0,556,984,157981
229,0,556,984,158017
222,0,556,984,158053
215,0,556,984,158090
208,0,556,983,158126
200,0,556,983,158161
193,0,555,983,158197
185,0,555,984,158233
177,0,556,983,158269
168,0,556,984,158306
160,0,556,983,158342
151,0,556,984,158377
142,0,556,984,158413
132,0,556,983,158449
122,0,556,983,158485
111,0,556,983,158522
100,0,556,983,158558
87,0,556,983,158594
73,0,556,983,158629
58,0,556,983,158665
45,0,556,984,158701
32,0,556,983,158738
32,0,556,984,158774
31,0,556,984,158810
30,0,556,983,158845
30,0,556,984,158881
30,0,556,983,158917
29,0,556,984,158954
29,0,556,984,158990
29,0,556,984,159026
29,0,556,983,159062
29,0,556,983,159097
29,0,556,984,159133
29,0,556,983,159170
29,0,556,983,159206
29,0,556,984,159242
29,0,556,983,159278
29,0,556,983,159313
29,0,556,984,159349
29,0,556,983,159386
29,0,556,984,159422
28,0,556,984,159458
28,0,556,984,159494
28,0,555,984,159529
28,0,557,983,159565
28,0,556,984,159602
28,0,556,983,159638
28,0,556,987,159674
28,0,555,983,159710
28,0,556,984,159746
28,0,556,984,159781
28,0,556,984,159817
27,0,556,984,159854
27,0,556,990,159890
27,0,556,984,159926
27,0,556,983,159962
27,0,556,984,159997
27,0,556,984,160033
27,0,557,983,160070
27,0,556,989,160106
26,0,556,983,160142
26,0,555,984,160178
26,0,556,983,160214
26,0,556,984,160249
26,0,556,983,160286
26,0,556,983,160322
26,0,556,983,160358
26,0,556,984,160394
26,0,556,983,160430
26,0,556,984,160465
25,0,556,983,160502
25,0,557,983,160538
25,0,556,983,160574
25,0,556,984,160610
25,0,556,983,160646
25,0,556,983,160681
25,0,556,984,160718
24,0,556,983,160754
24,0,556,983,160790
24,0,556,983,160826
24,0,556,983,160862
24,0,555,983,160898
23,0,556,984,160934
23,0,556,983,160970
23,0,556,983,161006
23,0,556,984,161042
23,0,556,983,161078
23,0,556,983,161114
22,0,556,983,161150
22,0,556,984,161186
22,0,556,984,161222
22,0,556,983,161258
22,0,556,984,161294
22,0,556,983,161330
voltage,current,airspeed,throttle, ms
323,0,557,984,316
323,0,557,984,352
323,0,558,983,388
323,0,559,983,423
323,0,558,983,459
323,0,558,984,495
323,0,558,984,532
323,0,558,984,568
323,0,558,984,604
323,0,558,983,640
323,0,558,983,675
323,0,558,983,711
323,0,558,983,748
323,0,558,984,784
323,0,557,984,820
323,0,557,983,856
323,0,558,984,891
323,0,558,983,927
323,0,558,983,964
323,0,558,984,1000
323,0,558,983,1036
323,0,558,984,1072
323,0,558,983,1107
323,0,557,983,1143
323,0,557,984,1180
323,0,557,983,1216
323,0,558,984,1252
323,0,558,983,1288
323,0,558,983,1324
323,0,557,983,1359
323,0,558,983,1396
323,0,558,984,1432
323,0,558,984,1468
323,0,558,984,1504
323,0,557,983,1540
323,0,557,984,1575
323,0,558,984,1612
323,0,558,983,1648
323,0,557,984,1684
323,0,557,984,1720
323,0,558,984,1756
323,0,558,983,1792
323,0,557,984,1828
323,0,558,983,1864
323,0,557,983,1900
323,0,558,983,1936
323,0,556,984,1972
323,0,557,983,2008
323,0,558,983,2044
323,0,558,983,2080
323,0,558,984,2116
323,0,557,984,2152
323,0,558,983,2188
323,0,557,984,2224
323,0,558,983,2260
323,0,558,984,2296
323,0,558,983,2332
323,0,557,983,2368
323,0,557,984,2404
323,0,558,983,2440
323,0,557,983,2477
323,0,558,984,2512
323,0,556,983,2548
323,0,556,983,2584
323,0,557,984,2620
323,0,557,984,2656
323,0,557,984,2693
323,0,558,984,2728
323,0,558,989,2764
323,0,556,984,2800
323,0,557,984,2836
323,0,557,984,2872
323,0,557,983,2908
323,0,557,983,2945
323,0,557,989,2980
323,0,557,983,3016
323,0,556,983,3052
323,0,557,984,3088
323,0,556,984,3124
323,0,558,984,3161
323,0,557,989,3196
323,0,557,983,3232
323,0,557,984,3268
323,0,557,984,3304
323,0,557,983,3340
323,0,557,983,3377
323,0,557,986,3412
323,0,557,984,3448
323,0,557,984,3484
323,0,557,984,3520
323,0,557,983,3556
323,0,557,984,3593
323,0,556,984,3629
323,0,557,984,3664
323,0,557,984,3700
323,0,557,983,3736
323,0,557,983,3772
323,0,557,983,3809
323,0,557,983,3845
323,0,557,984,3880
323,0,557,983,3916
323,0,557,984,3952
323,0,557,984,3988
323,0,557,983,4025
323,0,557,983,4061
323,0,557,984,4097
323,0,556,984,4132
323,0,556,984,4168
323,0,556,983,4204
323,0,557,983,4241
323,0,557,983,4277
323,0,556,983,4313
323,0,556,983,4348
323,0,556,983,4384
323,0,556,984,4420
323,0,557,984,4457
323,0,557,983,4493
323,0,556,983,4529
323,0,557,984,4564
323,0,557,983,4600
323,0,556,983,4636
323,0,557,983,4673
323,0,557,983,4709
323,0,557,983,4745
323,0,557,983,4781
323,0,556,983,4816
323,0,556,983,4852
323,0,558,984,4889
323,0,557,984,4925
323,0,557,983,4961
323,0,557,984,4997
323,0,557,983,5032
323,0,557,984,5068
323,0,556,983,5105
323,0,557,984,5141
323,0,556,984,5177
323,0,556,984,5213
323,0,556,983,5249
323,0,556,983,5284
323,0,557,984,5321
323,0,556,984,5357
323,0,557,983,5393
323,0,557,983,5429
323,0,556,983,5465
323,0,556,984,5500
323,0,557,983,5537
323,0,557,983,5573
323,0,557,984,5609
323,0,557,984,5645
323,0,556,984,5681
323,0,556,984,5716
323,0,557,984,5753
323,0,556,984,5789
323,0,556,984,5825
323,0,557,983,5861
323,0,556,983,5897
323,0,555,983,5933
323,0,556,984,5969
323,0,556,983,6005
323,0,556,989,6041
323,0,556,983,6077
323,0,556,983,6113
323,0,557,983,6149
323,0,557,984,6184
323,0,556,984,6221
323,0,556,989,6257
323,0,556,983,6293
323,0,556,984,6329
323,0,556,984,6365
323,0,556,984,6401
323,0,557,983,6437
323,0,556,989,6473
323,0,556,984,6509
323,0,556,983,6545
323,0,556,984,6581
323,0,555,984,6617
323,0,557,984,6653
323,0,557,983,6689
323,0,556,984,6725
323,0,556,983,6761
323,0,556,983,6797
323,0,556,983,6833
323,0,556,983,6870
323,0,556,984,6905
323,0,556,984,6941
323,0,556,984,6977
323,0,557,984,7013
323,0,556,983,7049
323,0,556,983,7086
323,0,556,983,7121
323,0,556,984,7157
323,0,556,984,7193
323,0,556,984,7229
323,0,556,983,7265
323,0,555,983,7302
323,0,555,983,7337
323,0,555,983,7373
323,0,555,983,7409
323,0,555,984,7445
323,0,555,984,7481
323,0,556,984,7518
323,0,556,998,7554
323,0,556,1070,7589
321,30,556,1113,7625
322,25,557,1115,7661
323,14,554,1069,7697
323,0,556,1035,7734
323,0,555,1007,7770
323,0,555,983,7805
323,0,556,983,7841
323,0,556,983,7877
323,0,555,984,7913
323,0,555,984,7950
323,0,556,983,7986
323,0,555,983,8022
323,0,556,983,8057
323,0,556,984,8093
323,0,556,985,8129
323,0,556,984,8166
323,0,556,984,8202
323,0,557,983,8238
323,0,557,984,8273
323,0,557,984,8309
323,0,557,984,8345
323,0,556,983,8382
323,0,556,984,8418
323,0,556,983,8454
323,0,556,983,8489
323,0,556,984,8525
323,0,556,984,8561
323,0,556,983,8598
323,0,556,983,8634
323,0,556,983,8670
323,0,556,984,8706
323,0,555,984,8741
323,0,556,983,8777
323,0,556,984,8814
323,0,556,984,8850
323,0,555,984,8886
323,0,555,984,8922
323,0,555,983,8957
323,0,555,984,8993
323,0,555,984,9030
323,0,556,984,9066
323,0,555,987,9102
323,0,555,984,9138
323,0,556,983,9174
323,0,556,983,9209
323,0,556,984,9245
323,0,555,984,9282
323,0,556,989,9318
323,0,556,983,9354
323,0,556,983,9390
323,0,556,984,9425
323,0,556,983,9461
323,0,556,983,9498
323,0,555,989,9534
323,0,555,983,9570
323,0,556,984,9606
323,0,555,984,9641
323,0,555,984,9677
323,0,556,983,9714
323,0,556,984,9750
323,0,556,983,9786
323,0,555,983,9822
323,0,556,983,9858
323,0,556,983,9893
323,0,555,983,9930
323,0,556,983,9966
323,0,556,983,10002
323,0,556,984,10038
323,0,556,983,10074
323,0,556,984,10109
323,0,557,984,10146
323,0,556,984,10182
323,0,556,984,10218
323,0,556,983,10254
323,0,557,984,10290
323,0,556,983,10326
323,0,557,984,10362
323,0,556,984,10398
323,0,556,984,10434
323,0,556,984,10470
323,0,556,983,10506
323,0,555,984,10542
323,0,556,983,10578
323,0,556,983,10614
323,0,556,984,10650
323,0,555,983,10686
323,0,556,983,10722
323,0,555,984,10758
323,0,556,984,10795
323,0,556,984,10830
323,0,556,984,10866
323,0,556,983,10902
323,0,555,983,10938
323,0,556,984,10974
323,0,556,983,11011
323,0,556,984,11046
323,0,557,983,11082
323,0,557,984,11118
323,0,556,984,11154
323,0,556,983,11190
323,0,556,983,11227
323,0,556,983,11262
