voltage,current,airspeed,ms
328,0,558,172
328,0,558,172
328,0,558,173
328,0,558,173
328,0,558,173
328,0,558,174
328,0,558,174
328,0,559,174
328,0,558,175
328,0,559,175
328,0,560,175
328,0,559,176
328,0,559,176
328,0,559,176
328,0,559,177
328,0,559,177
328,0,560,177
328,0,559,178
328,0,558,178
328,0,558,178
328,0,558,179
328,0,558,179
328,0,558,179
328,0,558,180
328,0,559,180
328,0,559,180
328,0,560,181
328,0,560,181
328,0,559,181
328,0,559,182
328,0,558,182
328,0,558,182
328,0,558,183
328,0,558,183
328,0,558,183
328,0,559,184
328,0,558,184
328,0,558,184
328,0,559,185
328,0,559,185
328,0,559,185
328,0,559,186
328,0,558,186
328,0,559,186
328,0,558,187
328,0,559,187
328,0,559,187
328,0,558,188
328,0,559,188
328,0,558,188
328,0,559,189
328,0,560,189
328,0,560,189
328,0,560,190
328,0,560,190
328,0,560,190
328,0,560,191
328,0,559,191
328,0,559,191
328,0,559,192
328,0,559,192
328,0,559,192
328,0,559,192
328,0,560,193
328,0,560,193
328,0,560,193
328,0,560,194
328,0,560,194
328,0,559,194
328,0,560,195
328,0,559,1314
328,0,559,1314
328,0,559,1315
328,0,559,1315
328,0,559,1315
328,0,559,1316
328,0,559,1316
328,0,559,1316
328,0,560,1317
328,0,559,1317
328,0,559,1317
328,0,559,1318
328,0,558,1318
328,0,559,1318
328,0,559,1319
328,0,559,1319
328,0,559,1319
328,0,559,1320
328,0,559,1320
328,0,559,1320
328,0,559,1321
328,0,559,1321
328,0,559,1321
328,0,559,1321
328,0,559,1323
328,0,558,1323
328,0,559,1323
328,0,559,1324
328,0,559,1324
328,0,559,1324
328,0,559,1325
328,0,559,1325
328,0,559,1325
328,0,560,1326
328,0,559,1326
328,0,559,1326
328,0,559,1327
328,0,560,1327
328,0,559,1327
328,0,559,1328
328,0,558,1328
328,0,559,1328
328,0,558,1329
328,0,559,1329
328,0,559,1329
328,0,559,1330
328,0,559,1330
328,0,559,1330
328,0,559,1331
328,0,559,1331
328,0,559,1331
328,0,558,1332
328,0,559,1332
328,0,558,1332
328,0,559,1333
328,0,559,1333
328,0,558,1333
328,0,559,1334
328,0,559,1334
328,0,559,1334
328,0,559,1335
328,0,559,1335
328,0,558,1335
328,0,559,1336
328,0,558,1336
328,0,558,1336
328,0,558,1337
328,0,558,1337
328,0,558,1337
328,0,559,1338
328,0,558,2533
328,0,557,2533
328,0,557,2533
