voltage,current,airspeed,ms
321,0,560,79
321,0,559,79
321,0,559,80
321,0,559,80
321,0,560,80
321,0,560,81
321,0,560,81
321,0,559,81
321,0,559,82
321,0,560,82
321,0,560,82
321,0,560,82
321,0,559,83
321,0,559,83
321,0,559,83
321,0,559,84
321,0,559,84
321,0,559,84
321,0,560,86
321,0,559,86
321,0,559,86
321,0,559,87
321,0,560,87
321,0,560,87
321,0,559,88
321,0,559,88
321,0,559,88
321,0,559,89
321,0,559,89
321,0,559,89
321,0,559,90
321,0,559,90
321,0,560,90
321,0,559,91
321,0,560,91
321,0,560,91
321,0,559,92
321,0,560,92
321,0,559,92
321,0,559,93
321,0,559,93
321,0,559,93
321,0,559,94
321,0,560,94
321,0,560,94
321,0,560,95
321,0,559,95
321,0,559,95
321,0,560,96
321,0,560,96
321,0,559,96
321,0,559,97
321,0,559,97
321,0,559,97
321,0,560,98
321,0,559,98
321,0,559,98
321,0,560,99
321,0,560,99
321,0,560,99
321,0,560,100
321,0,559,100
321,0,560,100
321,0,560,101
321,0,560,101
321,0,560,101
321,0,560,102
321,0,559,102
321,0,560,102
321,0,559,103
321,0,559,1155
321,0,559,1155
321,0,558,1156
321,0,558,1156
321,0,558,1156
321,0,558,1157
321,0,559,1157
321,0,558,1157
321,0,559,1158
321,0,559,1158
321,0,559,1158
321,0,559,1159
321,0,559,1159
321,0,559,1159
321,0,559,1160
321,0,559,1160
321,0,559,1160
321,0,559,1161
321,0,559,1161
321,0,559,1161
321,0,559,1162
321,0,559,1162
321,0,559,1162
321,0,559,1163
321,0,559,1163
321,0,559,1163
321,0,560,1164
321,0,559,1164
321,0,559,1164
321,0,559,1165
321,0,559,1165
321,0,559,1165
321,0,559,1165
321,0,558,1166
321,0,558,1166
321,0,559,1166
321,0,558,1167
321,0,559,1167
321,0,559,1167
321,0,559,1168
321,0,559,1168
321,0,559,1168
321,0,558,1169
321,0,558,1169
321,0,559,1169
321,0,559,1170
321,0,559,1170
321,0,558,1170
321,0,559,1171
321,0,559,1171
321,0,559,1171
321,0,559,1172
321,0,559,1172
321,0,559,1172
321,0,559,1173
321,0,559,1173
321,0,559,1173
321,0,559,1174
321,0,559,1174
321,0,559,1174
321,0,559,1175
321,0,560,1175
321,0,559,1175
321,0,559,1176
321,0,559,1176
321,0,559,1176
321,0,559,1177
321,0,559,1177
321,0,559,1177
321,0,559,1178
321,0,559,2376
321,0,559,2377
321,0,558,2377
321,0,558,2377
321,0,558,2377
321,0,558,2378
321,0,559,2378
321,0,559,2378
321,0,560,2379
321,0,559,2379
321,0,559,2379
321,0,559,2380
321,0,559,2380
321,0,558,2380
321,0,558,2381
321,0,558,2381
321,0,558,2381
321,0,558,2382
321,0,559,2382
321,0,559,2382
321,0,559,2383
321,0,559,2383
321,0,558,2383
321,0,558,2384
321,0,558,2384
321,0,558,2384
321,0,558,2385
321,0,558,2385
321,0,558,2385
321,0,558,2386
321,0,558,2386
321,0,558,2386
321,0,558,2387
321,0,558,2387
321,0,558,2387
321,0,559,2388
321,0,559,2388
321,0,558,2388
321,0,558,2390
321,0,558,2390
321,0,558,2390
321,0,559,2391
321,0,558,2391
321,0,558,2391
321,0,558,2392
321,0,558,2392
321,0,558,2392
321,0,558,2393
321,0,559,2393
321,0,558,2393
321,0,559,2394
321,0,558,2394
321,0,558,2394
321,0,558,2395
321,0,558,2395
321,0,557,2395
321,0,557,2396
321,0,558,2396
321,0,558,2396
321,0,558,2397
321,0,559,2397
321,0,559,2397
321,0,559,2398
321,0,558,2398
321,0,558,2398
321,0,558,2399
321,0,558,2399
321,0,558,2399
321,0,558,2399
321,0,558,2400
321,0,559,3595
321,0,558,3595
321,0,558,3595
321,0,558,3596
321,0,558,3596
321,0,558,3596
321,0,558,3597
321,0,558,3597
321,0,557,3597
321,0,557,3598
321,0,557,3598
321,0,557,3598
321,0,557,3599
321,0,557,3599
321,0,557,3599
321,0,557,3600
321,0,557,3600
321,0,558,3600
321,0,557,3601
321,0,557,3601
321,0,557,3601
321,0,557,3602
321,0,557,3602
321,0,557,3602
321,0,557,3603
321,0,557,3603
321,0,557,3603
321,0,557,3604
321,0,557,3604
321,0,557,3604
321,0,557,3605
321,0,557,3605
321,0,557,3605
321,0,558,3606
321,0,558,3606
321,0,559,3606
321,0,560,3607
321,0,559,3607
321,0,559,3607
321,0,559,3608
321,0,558,3608
321,0,557,3608
321,0,556,3609
321,0,557,3609
321,0,556,3609
321,0,556,3610
321,0,557,3610
321,0,557,3610
321,0,558,3611
321,0,558,3611
321,0,558,3611
321,0,558,3612
321,0,559,3612
321,0,559,3612
321,0,558,3613
321,0,558,3613
321,0,558,3613
321,0,557,3614
321,0,557,3614
321,0,557,3614
321,0,557,3615
321,0,558,3615
321,0,558,3615
321,0,558,3615
321,0,558,3616
321,0,558,3616
321,0,558,3616
321,0,558,3617
321,0,558,3617
321,0,558,3617
321,0,558,4812
321,0,558,4813
321,0,559,4813
321,0,558,4813
321,0,558,4814
321,0,558,4814
321,0,558,4814
321,0,558,4815
321,0,558,4815
321,0,558,4815
321,0,559,4816
321,0,558,4816
321,0,558,4816
321,0,558,4817
321,0,558,4817
321,0,558,4817
321,0,558,4818
321,0,558,4818
321,0,558,4818
321,0,559,4819
321,0,559,4819
321,0,558,4819
321,0,558,4820
321,0,558,4820
321,0,558,4820
321,0,557,4822
321,0,557,4822
321,0,557,4822
321,0,557,4823
321,0,558,4823
321,0,558,4823
321,0,558,4824
321,0,559,4824
321,0,559,4824
321,0,558,4825
321,0,558,4825
321,0,557,4825
321,0,557,4826
321,0,558,4826
321,0,557,4826
321,0,557,4827
321,0,558,4827
321,0,558,4827
321,0,558,4828
321,0,558,4828
321,0,558,4828
321,0,559,4829
321,0,558,4829
321,0,558,4829
321,0,558,4830
321,0,558,4830
321,0,558,4830
